tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse,,,,,,,
147,148,1,1,1,0,0.000338,0.001584,0.001454,0,0,0,0,0,0,0,0,0,0,0,0,-0.0803787,0.105494,0.0803843,-0.107031,1,1,1,1,,,,,,,
147,741,1,1,1,1,0.001591,0.083308,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.46288,0.246504,0.46333,-0.222924,1,1,1,1,,,,,,,
147,742,1,1,1,1,0.001591,0.084064,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.46824,0.235185,0.46869,-0.211431,1,1,1,1,,,,,,,
148,692,1,1,1,1,0.013463,0.401588,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.0803836,0.120476,0.08066,-0.112232,1,1,1,1,,,,,,,
148,971,1,1,1,1,0.000681,0.092299,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-4.02E-06,-0.0134441,4.14E-06,0.0134605,1,1,1,1,,,,,,,
149,868,1,1,1,1,0.000087,0.01796,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-0.0629339,1.01548,0.0630239,-0.996906,1,1,1,1,,,,,,,
149,870,1,1,1,1,0.000084,0.017973,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-0.0538764,1.18767,0.053995,-1.1623,1,1,1,1,,,,,,,
150,273,1,1,1,0,0.001171,0.006976,0.020074,0,0,0,0,0,0,0,0,0,0,0,0,0.0226176,-0.525157,-0.0224597,0.485709,1,1,1,1,,,,,,,
150,273,1,1,1,0,0.001854,0.01061,0.014609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
150,1161,1,1,1,1,0.002609,0.058707,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.56156,0.0945909,-0.56079,-0.077267,1,1,1,1,,,,,,,
150,1164,1,1,1,1,0.002571,0.059187,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.558887,0.0923355,-0.558136,-0.0750539,1,1,1,1,,,,,,,
151,225,1,1,1,0,0.000412,0.005699,0.332783,0,0,0,0,0,0,0,0,0,0,0,0,7.67298,-2.16276,-7.66154,1.57403,1,1,1,1,,,,,,,
151,225,1,1,1,0,0.000412,0.005468,0.330001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
151,329,1,1,1,0,0.000235,0.004238,0.276169,0,0,0,0,0,0,0,0,0,0,0,0,1.52724,-7.06797,-1.5222,6.53496,1,1,1,1,,,,,,,
151,329,1,1,1,0,0.000235,0.004244,0.274828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
151,861,1,1,1,1,0.000085,0.017993,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.13148,1.84387,1.13184,-1.76857,1,1,1,1,,,,,,,
151,952,1,1,1,1,0.000105,0.018547,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.1156,1.97336,1.11608,-1.88814,1,1,1,1,,,,,,,
152,153,1,1,1,0,0.005044,0.021804,0.021984,0,0,0,0,0,0,0,0,0,0,0,0,-0.148321,-0.00439873,0.148431,-0.0172239,1,1,1,1,,,,,,,
152,395,1,1,1,0,0.003692,0.023658,0.040928,0,0,0,0,0,0,0,0,0,0,0,0,0.853815,-0.030486,-0.851136,0.00664404,1,1,1,1,,,,,,,
152,720,1,1,1,1,0.00704,0.255399,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.394193,0.111293,0.39543,-0.0664096,1,1,1,1,,,,,,,
152,721,1,1,1,1,0.001418,0.061304,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.311303,-0.0764081,0.311456,0.0830059,1,1,1,1,,,,,,,
153,736,1,1,1,1,0.005304,0.184857,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.14843,0.017224,0.14856,-0.0126815,1,1,1,1,,,,,,,
155,135,1,1,1,0,0.000189,0.000945,0.000606,0,0,0,0,0,0,0,0,0,0,0,0,-0.481659,0.119033,0.481705,-0.119417,1,1,1,1,,,,,,,
155,173,1,1,1,0,0.001376,0.007628,0.054383,0,0,0,0,0,0,0,0,0,0,0,0,-0.518564,0.0982566,0.518951,-0.151157,1,1,1,1,,,,,,,
155,180,1,1,1,0,0.001347,0.007431,0.008055,0,0,0,0,0,0,0,0,0,0,0,0,-0.222738,-0.0786811,0.222811,0.0709242,1,1,1,1,,,,,,,
155,849,1,1,1,1,0.000077,-0.001347,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.45996,-0.228846,-1.45978,0.225642,1,1,1,1,,,,,,,
155,851,1,1,1,1,0.000086,-0.001907,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.46214,-0.190048,-1.46193,0.185533,1,1,1,1,,,,,,,
156,367,1,1,1,0,0.000186,0.002925,0.172617,0,0,0,0,0,0,0,0,0,0,0,0,5.6553,-5.10355,-5.65103,4.77074,1,1,1,1,,,,,,,
156,367,1,1,1,0,0.000166,0.002902,0.175256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
156,899,1,1,1,1,0.000088,0.01871,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5337,0.971247,-2.53314,-0.851807,1,1,1,1,,,,,,,
156,901,1,1,1,1,0.000098,0.01871,0,0,0,0,0,0,1,0,0,0,0,0,0,2.52851,0.968611,-2.52789,-0.849681,1,1,1,1,,,,,,,
156,2424,1,1,1,1,0.000061,0.01871,0,0,0,0,0,0,1,0,0,0,0,0,0,2.51019,0.868546,-2.50982,-0.754094,1,1,1,1,,,,,,,
157,71,1,1,1,0,0.000465,0.005607,0.011536,0,0,0,0,0,0,0,0,0,0,0,0,3.09555,-2.55133,-3.09248,2.56079,1,1,1,1,,,,,,,
157,71,1,1,1,0,0.000457,0.005639,0.011686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
157,328,1,1,1,0,0.001862,0.020403,0.090644,0,0,0,0,0,0,0,0,0,0,0,0,3.16147,-2.04854,-3.15076,1.94395,1,1,1,1,,,,,,,
157,328,1,1,1,0,0.001877,0.020378,0.091034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
157,357,1,1,1,0,0.001022,0.009071,0.019551,0,0,0,0,0,0,0,0,0,0,0,0,1.89192,0.282736,-1.89048,-0.315598,1,1,1,1,,,,,,,
157,357,1,1,1,0,0.000863,0.009096,0.019451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
157,437,1,1,1,0,0.001823,0.017098,0.038765,0,0,0,0,0,0,0,0,0,0,0,0,0.54832,-0.159701,-0.548093,0.0688808,1,1,1,1,,,,,,,
157,437,1,1,1,0,0.001648,0.01708,0.03868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
157,910,1,1,1,1,0.000044,-0.002335,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.27499,2.26715,4.27585,-2.31268,1,1,1,1,,,,,,,
157,950,1,1,1,1,0.000073,-0.002375,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.42127,2.20972,4.42275,-2.25803,1,1,1,1,,,,,,,
158,159,1,1,1,0,0.001291,0.011629,0.022906,0,0,0,0,0,0,0,0,0,0,0,0,1.42529,-1.92748,-1.42206,1.90401,1,1,1,1,,,,,,,
158,159,1,1,1,0,0.001297,0.011319,0.022732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
158,499,1,1,1,0,0.000106,0.00056,0.001531,0,0,0,0,0,0,0,0,0,0,0,0,2.00094,-2.00289,-2.00059,2.00144,1,1,1,1,,,,,,,
158,499,1,1,1,0,0.000089,0.000599,0.001561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
158,727,1,1,1,1,0.000219,0.02,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-3.44369,3.92729,3.44852,-3.48608,1,1,1,1,,,,,,,
158,789,1,1,1,1,0.000206,0.036371,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.0177308,0.0030814,-0.0177307,-0.00306988,1,1,1,1,,,,,,,
159,76,1,1,1,0,0.001246,0.007526,0.013563,0,0,0,0,0,0,0,0,0,0,0,0,0.864354,-1.68495,-0.862412,1.66503,1,1,1,1,,,,,,,
159,76,1,1,1,0,0.001286,0.007891,0.013853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
159,1269,1,1,1,1,0.001229,0.082777,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.277545,-0.0528303,-0.277453,0.0590671,1,1,1,1,,,,,,,
159,1272,1,1,1,1,0.001223,0.08189,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.280225,-0.0488447,-0.280132,0.0550989,1,1,1,1,,,,,,,
160,84,1,1,1,0,0.00055,0.00494,0.00779,0,0,0,0,0,0,0,0,0,0,0,0,3.18725,-0.435345,-3.18458,0.443115,1,1,1,1,,,,,,,
160,84,1,1,1,0,0.000543,0.004946,0.007749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
160,244,1,1,1,0,0.003331,0.021221,0.037743,0,0,0,0,0,0,0,0,0,0,0,0,-0.851559,0.414457,0.85444,-0.435745,1,1,1,1,,,,,,,
160,524,1,1,1,0,0.002812,0.020781,0.007476,0,0,0,0,0,0,0,0,0,0,0,0,0.00583673,-0.101227,-0.00581146,0.0934997,1,1,1,1,,,,,,,
160,861,1,1,1,1,0.000089,-0.00202,0,0,0,0,0,0,1,0,0,0,0,0,0,1.13256,-0.681675,-1.13242,0.678334,1,1,1,1,,,,,,,
160,952,1,1,1,1,0.00006,-0.00248,0,0,0,0,0,0,1,0,0,0,0,0,0,1.11636,-1.89953,-1.11608,1.88814,1,1,1,1,,,,,,,
161,184,1,1,1,0,0.000902,0.007027,0.012487,0,0,0,0,0,0,0,0,0,0,0,0,-0.326857,0.0555824,0.326954,-0.0677489,1,1,1,1,,,,,,,
161,212,1,1,1,0,0.001543,0.012159,0.022649,0,0,0,0,0,0,0,0,0,0,0,0,-0.121588,0.02354,0.121612,-0.0467805,1,1,1,1,,,,,,,
161,738,1,1,1,1,0.0022,0.096219,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.562041,0.0805073,0.5628,-0.0473186,1,1,1,1,,,,,,,
162,62,1,1,1,0,0.001119,0.006268,0.00634,0,0,0,0,0,0,0,0,0,0,0,0,0.140169,-0.132664,-0.14013,0.126227,1,1,1,1,,,,,,,
162,743,1,1,1,1,0.005217,0.204762,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.181076,0.139439,0.18135,-0.128708,1,1,1,1,,,,,,,
162,744,1,1,1,1,0.004106,0.219127,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,0.0409104,-0.00677474,-0.0409033,0.00715281,1,1,1,1,,,,,,,
163,164,1,1,1,0,0.000352,0.002664,0.004404,0,0,0,0,0,0,0,0,0,0,0,0,0.07003,-0.100292,-0.0700251,0.0957383,1,1,1,1,,,,,,,
163,713,1,1,1,1,0.002609,0.162004,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.070028,0.100292,0.0700695,-0.0977168,1,1,1,1,,,,,,,
164,282,1,1,1,0,0.001386,0.011534,0.020324,0,0,0,0,0,0,0,0,0,0,0,0,0.319375,-0.313098,-0.319117,0.293987,1,1,1,1,,,,,,,
164,732,1,1,1,1,0.002161,0.106167,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.249349,0.21736,0.2496,-0.205025,1,1,1,1,,,,,,,
165,143,1,1,1,0,0.001271,0.005398,0.005681,0,0,0,0,0,0,0,0,0,0,0,0,-4.23E-09,-6.97E-10,1.49E-08,-0.00588931,1,1,1,1,,,,,,,
166,144,1,1,1,0,0.001279,0.005463,0.005506,0,0,0,0,0,0,0,0,0,0,0,0,-4.04E-09,-6.68E-10,1.41E-08,-0.00570771,1,1,1,1,,,,,,,
167,168,1,1,1,0,0.000699,0.003088,0.002973,0,0,0,0,0,0,0,0,0,0,0,0,-0.517632,0.24734,0.517844,-0.249635,1,1,1,1,,,,,,,
167,369,1,1,1,0,0.002007,0.014894,0.028097,0,0,0,0,0,0,0,0,0,0,0,0,0.346564,-0.104767,-0.346449,0.0437704,1,1,1,1,,,,,,,
167,369,1,1,1,0,0.001947,0.014931,0.028778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
167,1104,1,1,1,1,0.001418,0.098365,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,-0.00790577,0.00942372,0.00790599,-0.00940884,1,1,1,1,,,,,,,
167,2595,1,1,1,1,0.001905,0.117499,0,0,0,0,0,0,1.09,0,0,0,0,0,0,-0.00753721,-0.0142256,0.00753774,0.0142589,1,1,1,1,,,,,,,
168,719,1,1,1,1,0.00445,0.163467,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.517843,0.249635,0.519342,-0.194594,1,1,1,1,,,,,,,
169,156,1,1,1,0,0.000291,0.003037,0.165693,0,0,0,0,0,0,0,0,0,0,0,0,2.49758,-2.03597,-2.49503,1.87231,1,1,1,1,,,,,,,
169,723,1,1,1,1,0.001087,0.060417,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.611789,0.96818,0.613037,-0.898846,1,1,1,1,,,,,,,
169,724,1,1,1,1,0.001089,0.060833,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.88587,1.06779,1.89035,-0.817818,1,1,1,1,,,,,,,
170,171,1,1,1,0,0.003935,0.022512,0.027574,0,0,0,0,0,0,0,0,0,0,0,0,-1.70014,-0.00773745,1.70351,-0.0630219,1,1,1,1,,,,,,,
170,171,1,1,1,0,0.004068,0.021305,0.023972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
170,171,1,1,1,0,0.003728,0.022411,0.028304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
170,1110,1,1,1,1,0.000694,0.058894,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.852168,0.0134651,-0.851692,0.0268616,1,1,1,1,,,,,,,
170,1113,1,1,1,1,0.000681,0.05862,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.847035,-0.00573517,-0.846574,0.0453841,1,1,1,1,,,,,,,
171,481,1,1,1,0,0.000588,0.005509,0.015224,0,0,0,0,0,0,0,0,0,0,0,0,1.01928,0.0530396,-1.01901,-0.0851647,1,1,1,1,,,,,,,
171,481,1,1,1,0,0.000573,0.00555,0.015606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
171,899,1,1,1,1,0.000039,-0.00232,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.53255,-1.52067,2.53286,1.50268,1,1,1,1,,,,,,,
171,901,1,1,1,1,0.000027,-0.00229,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.52739,-1.51838,2.5276,1.50069,1,1,1,1,,,,,,,
171,2424,1,1,1,1,0.00007,-0.002155,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.50926,-0.767273,2.50968,0.754092,1,1,1,1,,,,,,,
172,470,1,1,1,0,0.005841,0.023365,0.055611,0,0,0,0,0,0,0,0,0,0,0,0,0.803111,-0.382062,-0.798999,0.337589,1,1,1,1,,,,,,,
173,749,1,1,1,1,0.003153,0.1329,0,0,0,0,0,0,1.078478,0,0,0,0,0,0,-0.518952,0.151157,0.520011,-0.106528,1,1,1,1,,,,,,,
174,141,1,1,1,0,0.001686,0.013488,0.024534,0,0,0,0,0,0,0,0,0,0,0,0,-0.638387,-0.103411,0.638699,0.0507664,1,1,1,1,,,,,,,
174,141,1,1,1,0,0.001711,0.013519,0.024359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
174,210,1,1,1,0,0.002535,0.019992,0.04445,0,0,0,0,0,0,0,0,0,0,0,0,-0.128794,0.140131,0.128852,-0.237123,1,1,1,1,,,,,,,
174,210,1,1,1,0,0.002484,0.020015,0.042208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
174,493,1,1,1,0,0.003267,0.022958,0.043844,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328993,-0.103694,0.00329419,0.00495989,1,1,1,1,,,,,,,
174,493,1,1,1,0,0.003208,0.023026,0.043794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
174,1390,1,1,1,1,0.00155,0.095766,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.386817,0.0556691,-0.386582,-0.0411622,1,1,1,1,,,,,,,
174,1855,1,1,1,1,0.001304,0.094234,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.383659,0.0113044,-0.383469,0.00246527,1,1,1,1,,,,,,,
175,171,1,1,1,0,0.000373,0.00313,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,-2.83109,-1.67693,2.83286,1.67783,1,1,1,1,,,,,,,
175,171,1,1,1,0,0.000362,0.003115,0.006354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
175,385,1,1,1,0,0.000211,0.001078,0.05592,0,0,0,0,0,0,0,0,0,0,0,0,1.88685,0.51387,-1.88612,-0.572696,1,1,1,1,,,,,,,
175,455,1,1,1,0,0.004896,0.020337,0.022297,0,0,0,0,0,0,0,0,0,0,0,0,0.334054,0.327722,-0.33306,-0.348361,1,1,1,1,,,,,,,
175,1068,1,1,1,1,0.001208,0.099066,0,0,0,0,0,0,1.013913,0,0,0,0,0,0,0.648444,0.121784,-0.647961,-0.082179,1,1,1,1,,,,,,,
175,1071,1,1,1,1,0.001435,0.100397,0,0,0,0,0,0,1.013913,0,0,0,0,0,0,0.631932,0.113111,-0.631389,-0.0751113,1,1,1,1,,,,,,,
176,177,1,1,1,0,0.000699,0.005459,0.009062,0,0,0,0,0,0,0,0,0,0,0,0,-0.198986,0.0537576,0.199,-0.0738262,1,1,1,1,,,,,,,
176,177,1,1,1,0,0.000699,0.00551,0.009062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
176,1366,1,1,1,1,0.002439,0.119582,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.179486,0.0320196,-0.179407,-0.0281385,1,1,1,1,,,,,,,
176,1369,1,1,1,1,0.00226,0.120291,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.187859,0.0249548,-0.18778,-0.0207368,1,1,1,1,,,,,,,
177,1254,1,1,1,1,0.001248,0.084361,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.49247,0.157424,-0.492144,-0.135402,1,1,1,1,,,,,,,
177,1257,1,1,1,1,0.000529,0.084026,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.5063,0.125906,-0.50616,-0.103571,1,1,1,1,,,,,,,
178,702,1,1,1,1,0.004017,0.182533,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.330359,0.250353,0.3311,-0.216662,1,1,1,1,,,,,,,
178,703,1,1,1,1,0.004043,0.1848,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.346419,0.263024,0.34724,-0.225465,1,1,1,1,,,,,,,
178,704,1,1,1,1,0.004028,0.184399,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.137883,0.189376,0.13812,-0.178505,1,1,1,1,,,,,,,
178,830,1,1,1,1,0.000163,0.1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0257101,-0.0221181,-0.0257099,0.02234,1,1,1,1,,,,,,,
179,102,1,1,1,0,0.000263,0.00298,0.156519,0,0,0,0,0,0,0,0,0,0,0,0,1.31563,-1.05894,-1.31498,0.896645,1,1,1,1,,,,,,,
179,750,1,1,1,1,0.000508,0.0416,0,0,0,0,0,0,1.07381,0,0,0,0,0,0,-1.31565,1.05894,1.3172,-0.932441,1,1,1,1,,,,,,,
180,751,1,1,1,1,0.003158,0.1398,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.0980263,0.0118467,0.0980599,-0.0103588,1,1,1,1,,,,,,,
180,844,1,1,1,1,0.006807,0.18,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.124782,-0.0827709,0.124949,0.0871767,1,1,1,1,,,,,,,
181,1555,1,1,1,1,0.003546,0.155777,0,0,0,0,0,0,1.019958,0,0,0,0,0,0,0.170244,0.0500172,-0.170138,-0.0453899,1,1,1,1,,,,,,,
181,1556,1,1,1,1,0.002709,0.154555,0,0,0,0,0,0,1.019958,0,0,0,0,0,0,0.0906121,0.0285763,-0.0905891,-0.0272599,1,1,1,1,,,,,,,
182,183,1,1,1,0,0.004513,0.024888,0.024409,0,0,0,0,0,0,0,0,0,0,0,0,0.415271,-0.093416,-0.414569,0.0692474,1,1,1,1,,,,,,,
182,1441,1,1,1,1,0.000894,0.125624,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.450373,0.0423951,-0.4502,-0.0180677,1,1,1,1,,,,,,,
182,1675,1,1,1,1,0.00128,0.098966,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.5567,0.0530902,-0.556321,-0.0238009,1,1,1,1,,,,,,,
183,421,1,1,1,0,0.00016,0.001112,0.003044,0,0,0,0,0,0,0,0,0,0,0,0,1.62668,0.481485,-1.62643,-0.484875,1,1,1,1,,,,,,,
183,421,1,1,1,0,0.000247,0.001289,0.001211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
183,624,1,1,1,0,0.00246,0.012794,0.013421,0,0,0,0,0,0,0,0,0,0,0,0,-1.40301,-0.557762,1.40472,0.532763,1,1,1,1,,,,,,,
183,624,1,1,1,0,0.00128,0.009622,0.017632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
183,1492,1,1,1,1,0.00155,0.101132,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.0914677,0.00347614,-0.0914554,-0.00267449,1,1,1,1,,,,,,,
183,1495,1,1,1,1,0.001376,0.097032,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.0994392,0.00355284,-0.0994263,-0.00264393,1,1,1,1,,,,,,,
184,752,1,1,1,1,0.001715,0.087499,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.424069,0.078139,0.42441,-0.0607264,1,1,1,1,,,,,,,
185,176,1,1,1,0,0.002158,0.016628,0.019667,0,0,0,0,0,0,0,0,0,0,0,0,0.367849,-0.851669,-0.366969,0.820717,1,1,1,1,,,,,,,
185,176,1,1,1,0,0.00251,0.016628,0.013961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
185,181,1,1,1,0,0.005946,0.033195,0.029307,0,0,0,0,0,0,0,0,0,0,0,0,0.449948,-0.128912,-0.448785,0.103123,1,1,1,1,,,,,,,
185,1342,1,1,1,1,0.001285,0.095,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.2563,0.0347528,-0.256213,-0.0283001,1,1,1,1,,,,,,,
185,2446,1,1,1,1,0.001078,0.080586,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.294922,0.0445026,-0.294827,-0.0374525,1,1,1,1,,,,,,,
186,343,1,1,1,0,0.000197,0.00296,0.167554,0,0,0,0,0,0,0,0,0,0,0,0,-8.13137,4.06365,8.13851,-4.33908,1,1,1,1,,,,,,,
186,343,1,1,1,0,0.000193,0.003008,0.168419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
186,895,1,1,1,1,0.000078,0.020674,0,0,0,0,0,0,1,0,0,0,0,0,0,3.78514,-0.135868,-3.78416,0.393669,1,1,1,1,,,,,,,
186,897,1,1,1,1,0.000071,0.02074,0,0,0,0,0,0,1,0,0,0,0,0,0,3.78281,-0.139175,-3.78193,0.397498,1,1,1,1,,,,,,,
187,185,1,1,1,0,0.000391,0.003529,0.006774,0,0,0,0,0,0,0,0,0,0,0,0,1.71044,-1.28556,-1.70964,1.27819,1,1,1,1,,,,,,,
187,185,1,1,1,0,0.000372,0.003534,0.006628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
187,746,1,1,1,1,0.0005,0.038324,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.71766,1.263,1.71974,-1.10411,1,1,1,1,,,,,,,
187,798,1,1,1,1,0.0001,0.035104,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0072193,0.0225664,-0.00721925,-0.0225499,1,1,1,1,,,,,,,
188,79,1,1,1,0,0.003922,0.031978,0.055255,0,0,0,0,0,0,0,0,0,0,0,0,-1.21563,1.56096,1.2285,-1.52127,1,1,1,1,,,,,,,
188,209,1,1,1,0,0.000475,0.004498,0.008081,0,0,0,0,0,0,0,0,0,0,0,0,1.36303,0.224399,-1.36266,-0.24067,1,1,1,1,,,,,,,
188,209,1,1,1,0,0.000475,0.004497,0.008073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
188,419,1,1,1,0,0.001261,0.0099,0.018014,0,0,0,0,0,0,0,0,0,0,0,0,-0.857206,1.13098,0.858278,-1.1667,1,1,1,1,,,,,,,
188,419,1,1,1,0,0.001285,0.009875,0.018081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
188,606,1,1,1,0,0.002134,0.021783,0.041103,0,0,0,0,0,0,0,0,0,0,0,0,2.08149,0.85478,-2.07702,-0.909128,1,1,1,1,,,,,,,
188,606,1,1,1,0,0.002119,0.021822,0.041452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
188,835,1,1,1,1,0.000071,-0.0022,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.683178,-1.71527,0.683376,1.70915,1,1,1,1,,,,,,,
188,837,1,1,1,1,0.000022,-0.001974,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.689977,-2.05585,0.690062,2.04827,1,1,1,1,,,,,,,
189,190,1,1,1,0,0.002291,0.01859,0.032548,0,0,0,0,0,0,0,0,0,0,0,0,0.299675,-0.16321,-0.299435,0.130606,1,1,1,1,,,,,,,
189,249,1,1,1,0,0.002319,0.018413,0.034359,0,0,0,0,0,0,0,0,0,0,0,0,0.584666,-0.312999,-0.584207,0.244525,1,1,1,1,,,,,,,
189,249,1,1,1,0,0.002328,0.018414,0.033578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
189,260,1,1,1,0,0.001967,0.016235,0.026286,0,0,0,0,0,0,0,0,0,0,0,0,-0.338479,0.247469,0.338656,-0.29869,1,1,1,1,,,,,,,
189,260,1,1,1,0,0.001991,0.015819,0.023496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
189,276,1,1,1,0,0.000287,0.002219,0.004202,0,0,0,0,0,0,0,0,0,0,0,0,0.715664,-0.42818,-0.71557,0.419847,1,1,1,1,,,,,,,
189,276,1,1,1,0,0.000289,0.002229,0.004344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
