tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse,,,,,,,
39,389,1,1,1,0,0.000112,0.001525,0.090368,0,0,0,0,0,0,0,0,0,0,0,0,0.0813429,-1.52429,-0.081233,1.3331,1,1,1,1,,,,,,,
39,389,1,1,1,0,0.000111,0.001526,0.095114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
39,907,1,1,1,1,0.000107,0.0176,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,1.48799,0.647483,-1.48769,-0.598471,1,1,1,1,,,,,,,
39,909,1,1,1,1,0.000082,0.017533,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,1.46563,0.791274,-1.46539,-0.739837,1,1,1,1,,,,,,,
40,41,1,1,1,0,0.004141,0.021017,0.020353,0,0,0,0,0,0,0,0,0,0,0,0,1.71953,-0.513266,-1.70664,0.557622,1,1,1,1,,,,,,,
40,686,1,1,1,1,0.000699,0.048036,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-2.18841,0.518568,2.1922,-0.257683,1,1,1,1,,,,,,,
41,1080,1,1,1,1,0.001485,0.115747,0,0,0,0,0,0,0.9875,0,0,0,0,0,0,0.537332,0.193797,-0.536878,-0.158363,1,1,1,1,,,,,,,
41,1083,1,1,1,1,0.001595,0.121915,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0.60531,0.215402,-0.604695,-0.168424,1,1,1,1,,,,,,,
42,41,1,1,1,0,0.003604,0.018745,0.017711,0,0,0,0,0,0,0,0,0,0,0,0,0.57129,-0.0381134,-0.570158,0.0255642,1,1,1,1,,,,,,,
42,43,1,1,1,0,0.008034,0.03782,0.036698,0,0,0,0,0,0,0,0,0,0,0,0,1.78611,-0.978857,-1.75442,1.08888,1,1,1,1,,,,,,,
42,688,1,1,1,1,0.000689,0.049679,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-1.10476,0.493651,1.10583,-0.416389,1,1,1,1,,,,,,,
42,689,1,1,1,1,0.001531,0.086144,0,0,0,0,0,0,0.921905,0,0,0,0,0,0,-1.09078,0.380927,1.09245,-0.287156,1,1,1,1,,,,,,,
43,275,1,1,1,0,0.00059,0.004896,0.007292,0,0,0,0,0,0,0,0,0,0,0,0,2.56149,0.681788,-2.55959,-0.679306,1,1,1,1,,,,,,,
43,275,1,1,1,0,0.00059,0.004896,0.004903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
43,366,1,1,1,0,0.008028,0.043709,0.043653,0,0,0,0,0,0,0,0,0,0,0,0,1.13493,-0.912511,-1.12765,0.857547,1,1,1,1,,,,,,,
43,366,1,1,1,0,0.007589,0.043157,0.042598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
43,1296,1,1,1,1,0.001481,0.0972,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.48089,-0.0700103,-0.480532,0.0934921,1,1,1,1,,,,,,,
43,1299,1,1,1,1,0.001474,0.0969,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.480081,-0.082931,-0.479723,0.106459,1,1,1,1,,,,,,,
44,45,1,1,1,0,0.020236,0.092944,0.085604,0,0,0,0,0,0,0,0,0,0,0,0,-1.92995,1.22769,2.02121,-0.905175,1,1,1,1,,,,,,,
44,419,1,1,1,0,0.002661,0.014143,0.008641,0,0,0,0,0,0,0,0,0,0,0,0,1.20365,-1.15907,-1.19743,1.18178,1,1,1,1,,,,,,,
44,1486,1,1,1,1,0.001493,0.096665,0,0,0,0,0,0,1.0875,0,0,0,0,0,0,0.334121,-0.0330407,-0.333953,0.0438851,1,1,1,1,,,,,,,
44,1489,1,1,1,1,0.001025,0.080775,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.392028,-0.0355759,-0.391883,0.0470247,1,1,1,1,,,,,,,
45,687,1,1,1,1,0.000699,0.049893,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-2.02126,0.905176,2.02481,-0.651893,1,1,1,1,,,,,,,
46,40,1,1,1,0,0.010052,0.040208,0.036321,0,0,0,0,0,0,0,0,0,0,0,0,-0.478223,0.129508,0.480663,-0.157232,1,1,1,1,,,,,,,
46,42,1,1,1,0,0.00977,0.03908,0.03737,0,0,0,0,0,0,0,0,0,0,0,0,0.133558,-0.171487,-0.133171,0.134263,1,1,1,1,,,,,,,
46,131,1,1,1,0,0.000931,0.003722,0.007942,0,0,0,0,0,0,0,0,0,0,0,0,-1.31E-09,-0.00818357,1.63E-08,-2.00E-05,1,1,1,1,,,,,,,
46,1543,1,1,1,1,0.00066,0.290491,0,0,0,0,0,0,1,0,0,0,0,0,0,0.344661,0.0501631,-0.344584,-0.0160476,1,1,1,1,,,,,,,
47,48,1,1,1,0,0.000455,0.003124,0.015399,0,0,0,0,0,0,0,0,0,0,0,0,-0.177295,-0.141498,0.177305,0.11877,1,1,1,1,,,,,,,
47,48,1,1,1,0,0.000448,0.00313,0.004819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
47,210,1,1,1,0,0.004923,0.026664,0.022532,0,0,0,0,0,0,0,0,0,0,0,0,0.115006,0.11127,-0.114935,-0.162664,1,1,1,1,,,,,,,
47,210,1,1,1,0,0.005081,0.028116,0.023496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
47,802,1,1,1,1,0.000151,0.037845,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0755001,0.039964,-0.0754992,-0.0397398,1,1,1,1,,,,,,,
47,803,1,1,1,1,0.000208,0.037807,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.00432035,-0.00527855,0.00432036,0.00527998,1,1,1,1,,,,,,,
47,804,1,1,1,1,0,0.037807,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.00432892,-0.00222867,0.00432892,0.00222939,1,1,1,1,,,,,,,
47,807,1,1,1,1,0,0.037807,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.00432892,-0.00222867,0.00432892,0.00222939,1,1,1,1,,,,,,,
48,1041,1,1,1,1,0.001888,0.112382,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0.404315,0.0254474,-0.404006,-0.00707038,1,1,1,1,,,,,,,
48,1044,1,1,1,1,0.001921,0.115747,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0.394307,-0.0075505,-0.394009,0.0254879,1,1,1,1,,,,,,,
49,785,1,1,1,1,0.000551,0.039405,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.74905,2.06906,1.75266,-1.81062,1,1,1,1,,,,,,,
50,29,1,1,1,0,0.016832,0.106797,0.093252,0,0,0,0,0,0,0,0,0,0,0,0,1.23691,-0.920255,-1.21971,0.823476,1,1,1,1,,,,,,,
50,29,1,1,1,0,0.016418,0.105539,0.094455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
50,51,1,1,1,0,0.004122,0.026788,0.048756,0,0,0,0,0,0,0,0,0,0,0,0,-0.348185,0.356134,0.34922,-0.400887,1,1,1,1,,,,,,,
50,214,1,1,1,0,0.002046,0.011861,0.011436,0,0,0,0,0,0,0,0,0,0,0,0,-0.411885,0.249603,0.412337,-0.259134,1,1,1,1,,,,,,,
51,633,1,1,1,0,0.0001,0.001,0.001005,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461878,-0.00295341,0.046188,0.00190309,1,1,1,1,,,,,,,
51,690,1,1,1,1,0.002949,0.123308,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.214872,0.240016,0.21518,-0.227154,1,1,1,1,,,,,,,
52,53,1,1,1,0,0.002137,0.011593,0.016165,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791575,0.152855,0.0792194,-0.170626,1,1,1,1,,,,,,,
52,132,1,1,1,0,0.002923,0.021077,0.035202,0,0,0,0,0,0,0,0,0,0,0,0,-0.601451,0.124593,0.602,-0.201992,1,1,1,1,,,,,,,
52,132,1,1,1,0,0.003431,0.021855,0.037161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
52,1510,1,1,1,1,0.000718,0.05344,0,0,0,0,0,0,1,0,0,0,0,0,0,0.367357,-0.164935,-0.367253,0.17266,1,1,1,1,,,,,,,
52,1513,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,1,0,0,0,0,0,0,0.313232,-0.112514,-0.313166,0.118013,1,1,1,1,,,,,,,
53,672,1,1,1,1,0.007614,0.25,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.0792069,0.170626,0.0794604,-0.162301,1,1,1,1,,,,,,,
54,55,1,1,1,0,0.000892,0.008068,0.015955,0,0,0,0,0,0,0,0,0,0,0,0,2.13642,-0.351803,-2.13461,0.331415,1,1,1,1,,,,,,,
54,55,1,1,1,0,0.000892,0.008068,0.015955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
54,56,1,1,1,0,0.001802,0.019414,0.031527,0,0,0,0,0,0,0,0,0,0,0,0,1.22274,0.388799,-1.22101,-0.433594,1,1,1,1,,,,,,,
54,56,1,1,1,0,0.002396,0.011389,0.016611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
54,352,1,1,1,0,0.000454,0.005773,0.009427,0,0,0,0,0,0,0,0,0,0,0,0,1.90393,-0.51801,-1.90315,0.505883,1,1,1,1,,,,,,,
54,352,1,1,1,0,0.000473,0.00582,0.009568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
54,375,1,1,1,0,0.00419,0.023514,0.026634,0,0,0,0,0,0,0,0,0,0,0,0,0.478659,0.249247,-0.477571,-0.273597,1,1,1,1,,,,,,,
54,602,1,1,1,0,0.001593,0.016123,0.03406,0,0,0,0,0,0,0,0,0,0,0,0,0.984301,-0.19175,-0.983615,0.120209,1,1,1,1,,,,,,,
54,602,1,1,1,0,0.001594,0.016123,0.03406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
54,630,1,1,1,0,0.000457,0.004448,0.011262,0,0,0,0,0,0,0,0,0,0,0,0,0.0145207,-0.290495,-0.0145055,0.265082,1,1,1,1,,,,,,,
54,630,1,1,1,0,0.000449,0.004426,0.010921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
54,895,1,1,1,1,0.000051,-0.003044,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.78305,1.40971,3.78377,-1.45278,1,1,1,1,,,,,,,
54,897,1,1,1,1,0.000058,-0.0031,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.78074,1.41307,3.78156,-1.45692,1,1,1,1,,,,,,,
55,401,1,1,1,0,0.000394,0.003085,0.067398,0,0,0,0,0,0,0,0,0,0,0,0,0.120915,-0.49329,-0.120882,0.337812,1,1,1,1,,,,,,,
55,401,1,1,1,0,0.000402,0.003068,0.067647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
55,1320,1,1,1,1,0.000854,0.084055,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.768047,0.164139,-0.767564,-0.116574,1,1,1,1,,,,,,,
55,1323,1,1,1,1,0.0012,0.081055,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.502525,0.0263902,-0.502238,-0.00703145,1,1,1,1,,,,,,,
55,1729,1,1,1,1,0.001038,0.083554,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.743258,-0.0286571,-0.742716,0.0722562,1,1,1,1,,,,,,,
56,1411,1,1,1,1,0.001435,0.097996,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.450044,0.0284728,-0.449774,-0.0100365,1,1,1,1,,,,,,,
56,1414,1,1,1,1,0.001372,0.0978,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.473638,0.00688747,-0.473353,0.0134147,1,1,1,1,,,,,,,
57,30,1,1,1,0,0.003025,0.01535,0.014865,0,0,0,0,0,0,0,0,0,0,0,0,-0.00379247,-0.0727708,0.00380344,0.0558187,1,1,1,1,,,,,,,
57,58,1,1,1,0,0.001146,0.007071,0.006445,0,0,0,0,0,0,0,0,0,0,0,0,0.387067,-0.386125,-0.38677,0.380575,1,1,1,1,,,,,,,
57,63,1,1,1,0,0.001863,0.009879,0.010743,0,0,0,0,0,0,0,0,0,0,0,0,0.129382,-0.0113238,-0.129354,-0.000810083,1,1,1,1,,,,,,,
57,248,1,1,1,0,0.001397,0.008463,0.020263,0,0,0,0,0,0,0,0,0,0,0,0,0.988851,-0.986138,-0.986495,0.977104,1,1,1,1,,,,,,,
57,728,1,1,1,1,0.000575,0.037395,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-1.86721,2.09419,1.87159,-1.8091,1,1,1,1,,,,,,,
57,814,1,1,1,1,0.000624,0.128091,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,6.81E-05,0.0185039,-6.79E-05,-0.0184688,1,1,1,1,,,,,,,
57,817,1,1,1,1,0.000624,0.128091,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-1.06795,-0.037968,1.06852,0.155041,1,1,1,1,,,,,,,
57,2178,1,1,1,1,0.000624,0.128091,0,0,0,0,0,0,1,0,0,0,0,0,0,1.17136,-0.0219994,-1.17061,0.175798,1,1,1,1,,,,,,,
58,1399,1,1,1,1,0.001885,0.114873,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.0650495,0.00547152,-0.0650418,-0.00499933,1,1,1,1,,,,,,,
58,1402,1,1,1,1,0.00187,0.117083,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.0693538,0.0333832,-0.0693431,-0.0327141,1,1,1,1,,,,,,,
59,60,1,1,1,0,0.007029,0.036024,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,1.03721,-0.986413,-1.03129,0.934914,1,1,1,1,,,,,,,
59,60,1,1,1,0,0.006935,0.037856,0.034084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
59,79,1,1,1,0,0.007183,0.039792,0.037697,0,0,0,0,0,0,0,0,0,0,0,0,-1.77548,0.946398,1.78786,-0.963108,1,1,1,1,,,,,,,
59,79,1,1,1,0,0.006733,0.040168,0.038723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
59,1468,1,1,1,1,0.001304,0.077032,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.36754,0.01548,-0.367383,-0.00621481,1,1,1,1,,,,,,,
59,1471,1,1,1,1,0.001248,0.077032,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.370077,0.0245339,-0.369925,-0.0151158,1,1,1,1,,,,,,,
60,97,1,1,1,0,0.001706,0.010514,0.021951,0,0,0,0,0,0,0,0,0,0,0,0,0.350017,-0.884028,-0.349404,0.835414,1,1,1,1,,,,,,,
60,97,1,1,1,0,0.001695,0.010514,0.021918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
60,1354,1,1,1,1,0.001371,0.095333,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.339523,-0.00884412,-0.339375,0.0191649,1,1,1,1,,,,,,,
60,1357,1,1,1,1,0.001418,0.095433,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.341482,-0.0420485,-0.341324,0.0526509,1,1,1,1,,,,,,,
61,62,1,1,1,0,0.004953,0.03051,0.036551,0,0,0,0,0,0,0,0,0,0,0,0,-0.389251,0.237001,0.390265,-0.269355,1,1,1,1,,,,,,,
61,65,1,1,1,0,0.001629,0.009477,0.01671,0,0,0,0,0,0,0,0,0,0,0,0,-0.27581,0.224055,0.27601,-0.240605,1,1,1,1,,,,,,,
61,322,1,1,1,0,0.00145,0.011038,0.019792,0,0,0,0,0,0,0,0,0,0,0,0,1.37951,-0.843476,-1.37596,0.849313,1,1,1,1,,,,,,,
61,532,1,1,1,0,0.006555,0.053793,0.091051,0,0,0,0,0,0,0,0,0,0,0,0,0.228182,-0.223582,-0.227969,0.0322675,1,1,1,1,,,,,,,
61,532,1,1,1,0,0.006681,0.0539,0.090304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
61,868,1,1,1,1,0.000072,-0.001787,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.0641815,0.54199,-0.0641593,-0.542543,1,1,1,1,,,,,,,
61,870,1,1,1,1,0.000075,-0.001787,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.0541162,-1.16482,-0.0540104,1.1623,1,1,1,1,,,,,,,
62,695,1,1,1,1,0.004049,0.167375,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.250133,0.143128,0.25047,-0.129197,1,1,1,1,,,,,,,
64,54,1,1,1,0,0.002535,0.013792,0.144349,0,0,0,0,0,0,0,0,0,0,0,0,-0.818294,1.80416,0.823129,-2.10875,1,1,1,1,,,,,,,
64,54,1,1,1,0,0.002247,0.019244,0.143443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
64,98,1,1,1,0,0.000697,0.003628,0.130044,0,0,0,0,0,0,0,0,0,0,0,0,0.211963,-0.190926,-0.211928,0.037469,1,1,1,1,,,,,,,
64,99,1,1,1,0,0.000714,0.003601,0.130284,0,0,0,0,0,0,0,0,0,0,0,0,0.22082,-0.171251,-0.220785,0.0175192,1,1,1,1,,,,,,,
64,1780,1,1,1,1,0.000662,0.063554,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.88153,-0.0991735,-0.881053,0.14499,1,1,1,1,,,,,,,
64,1783,1,1,1,1,0.000654,0.063214,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.888668,-0.0991497,-0.888189,0.145453,1,1,1,1,,,,,,,
65,694,1,1,1,1,0.002808,0.127091,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.276005,0.240605,0.27638,-0.22366,1,1,1,1,,,,,,,
66,61,1,1,1,0,0.002868,0.016648,0.029152,0,0,0,0,0,0,0,0,0,0,0,0,0.595396,-0.658606,-0.593284,0.640179,1,1,1,1,,,,,,,
66,178,1,1,1,0,0.002285,0.012221,0.012376,0,0,0,0,0,0,0,0,0,0,0,0,-0.786563,0.680574,0.788951,-0.680635,1,1,1,1,,,,,,,
66,322,1,1,1,0,0.00354,0.02658,0.046368,0,0,0,0,0,0,0,0,0,0,0,0,0.961299,-0.75242,-0.956365,0.740315,1,1,1,1,,,,,,,
66,827,1,1,1,1,0.004113,0.177732,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.125624,0.218125,0.1259,-0.206178,1,1,1,1,,,,,,,
66,828,1,1,1,1,0.004259,0.177333,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.320288,0.243868,0.32102,-0.21338,1,1,1,1,,,,,,,
66,829,1,1,1,1,0.004236,0.179066,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.324224,0.26846,0.32502,-0.2348,1,1,1,1,,,,,,,
67,675,1,1,1,1,0.002794,0.117181,0,0,0,0,0,0,1.078478,0,0,0,0,0,0,-0.332356,0.0733103,0.33272,-0.0580471,1,1,1,1,,,,,,,
68,41,1,1,1,0,0.002791,0.015578,0.055419,0,0,0,0,0,0,0,0,0,0,0,0,-1.13092,0.921063,1.13416,-0.992384,1,1,1,1,,,,,,,
68,41,1,1,1,0,0.003399,0.016713,0.029034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
68,138,1,1,1,0,0.001965,0.015827,0.019551,0,0,0,0,0,0,0,0,0,0,0,0,1.47148,-0.620458,-1.46879,0.599539,1,1,1,1,,,,,,,
68,138,1,1,1,0,0.002553,0.016994,0.018953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
68,160,1,1,1,0,0.001182,0.009282,0.016411,0,0,0,0,0,0,0,0,0,0,0,0,-1.25093,-0.417031,1.25189,0.389655,1,1,1,1,,,,,,,
68,160,1,1,1,0,0.001174,0.009276,0.016785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
68,1002,1,1,1,1,0.000624,0.096499,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.384232,-0.0323833,-0.384134,0.0476298,1,1,1,1,,,,,,,
68,1005,1,1,1,1,0.00087,0.099766,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.365653,-0.0512308,-0.365527,0.0656835,1,1,1,1,,,,,,,
69,70,1,1,1,0,0.025662,0.142949,0.128473,0,0,0,0,0,0,0,0,0,0,0,0,-0.828242,0.550522,0.851398,-0.567665,1,1,1,1,,,,,,,
69,119,1,1,1,0,0.01148,0.064811,0.061136,0,0,0,0,0,0,0,0,0,0,0,0,-0.302947,0.513923,0.306735,-0.563752,1,1,1,1,,,,,,,
69,1308,1,1,1,1,0.001399,0.095633,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.51031,-0.0633726,-0.509965,0.0869864,1,1,1,1,,,,,,,
69,1311,1,1,1,1,0.001569,0.096267,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.514761,-0.0282013,-0.514372,0.0520922,1,1,1,1,,,,,,,
70,747,1,1,1,1,0.003947,0.175866,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.476302,0.30852,0.477607,-0.250386,1,1,1,1,,,,,,,
70,748,1,1,1,1,0.003894,0.175866,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.375147,0.273185,0.376008,-0.234308,1,1,1,1,,,,,,,
71,69,1,1,1,0,0.002427,0.019021,0.034347,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380198,0.840799,0.038528,-0.917374,1,1,1,1,,,,,,,
71,69,1,1,1,0,0.000543,0.021064,0.034538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
71,1179,1,1,1,1,0.00138,0.096125,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.822627,0.156644,-0.821898,-0.105839,1,1,1,1,,,,,,,
71,1182,1,1,1,1,0.00138,0.0958,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.824221,0.158014,-0.823489,-0.107161,1,1,1,1,,,,,,,
72,73,1,1,1,0,0.002258,0.012787,0.027743,0,0,0,0,0,0,0,0,0,0,0,0,0.394346,-0.00592471,-0.394195,-0.0577718,1,1,1,1,,,,,,,
72,73,1,1,1,0,0.002222,0.012762,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
72,194,1,1,1,0,0.001838,0.010247,0.011179,0,0,0,0,0,0,0,0,0,0,0,0,0.193288,-0.167539,-0.193239,0.14213,1,1,1,1,,,,,,,
72,194,1,1,1,0,0.00184,0.010274,0.011071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
72,621,1,1,1,0,0.000807,0.00621,0.012749,0,0,0,0,0,0,0,0,0,0,0,0,0.346237,0.00524276,-0.346195,-0.0344336,1,1,1,1,,,,,,,
72,621,1,1,1,0,0.000803,0.006234,0.01284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
72,1549,1,1,1,1,0.001021,0.084802,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.397705,-0.0542051,-0.397554,0.0667267,1,1,1,1,,,,,,,
72,1552,1,1,1,1,0.001002,0.085888,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.408149,0.0918888,-0.407988,-0.0781109,1,1,1,1,,,,,,,
73,1173,1,1,1,1,0.001002,0.080888,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.756527,0.0639304,-0.755972,-0.0191398,1,1,1,1,,,,,,,
73,1176,1,1,1,1,0.001021,0.081607,0,0,0,0,0,0,1.071304,0,0,0,0,0,0,0.747389,0.0597968,-0.746817,-0.0141083,1,1,1,1,,,,,,,
74,75,1,1,1,0,0.000958,0.007471,0.013397,0,0,0,0,0,0,0,0,0,0,0,0,-0.994519,0.334785,0.995543,-0.340637,1,1,1,1,,,,,,,
74,288,1,1,1,0,0.009594,0.055788,0.0543,0,0,0,0,0,0,0,0,0,0,0,0,0.350474,-0.0107425,-0.349332,-0.0385648,1,1,1,1,,,,,,,
74,2268,1,1,1,1,0.000941,0.099357,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.045752,-0.0388952,0.0457553,0.0392416,1,1,1,1,,,,,,,
74,2271,1,1,1,1,0.001465,0.0995,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0470416,-0.0389033,0.0470469,0.0392618,1,1,1,1,,,,,,,
75,697,1,1,1,1,0.004459,0.179599,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.495926,0.164027,0.497232,-0.111426,1,1,1,1,,,,,,,
76,77,1,1,1,0,0.004602,0.025304,0.024299,0,0,0,0,0,0,0,0,0,0,0,0,0.211243,-0.493638,-0.210157,0.471065,1,1,1,1,,,,,,,
76,78,1,1,1,0,0.001466,0.008822,0.016361,0,0,0,0,0,0,0,0,0,0,0,0,0.182999,0.00832823,-0.182956,-0.0271,1,1,1,1,,,,,,,
76,318,1,1,1,0,0.001633,0.007869,0.008397,0,0,0,0,0,0,0,0,0,0,0,0,1.26874,0.0908143,-1.26735,-0.109824,1,1,1,1,,,,,,,
76,318,1,1,1,0,0.002558,0.012816,0.013812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
76,355,1,1,1,0,0.000642,0.005065,0.011029,0,0,0,0,0,0,0,0,0,0,0,0,2.22004,-0.0522513,-2.21865,0.0373664,1,1,1,1,,,,,,,
76,355,1,1,1,0,0.000675,0.005199,0.011121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
76,499,1,1,1,0,0.001978,0.016324,0.032183,0,0,0,0,0,0,0,0,0,0,0,0,-1.35867,2.03798,1.36377,-2.0685,1,1,1,1,,,,,,,
76,499,1,1,1,0,0.00188,0.016409,0.032104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
76,549,1,1,1,0,0.002359,0.012902,0.047157,0,0,0,0,0,0,0,0,0,0,0,0,0.873361,-1.12229,-0.871079,1.02408,1,1,1,1,,,,,,,
76,549,1,1,1,0,0.003265,0.013533,0.046078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
76,887,1,1,1,1,0.00004,-0.002765,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.80241,-0.365176,2.80268,0.346195,1,1,1,1,,,,,,,
76,889,1,1,1,1,0.000039,-0.002625,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.79889,-0.36252,2.79915,0.344549,1,1,1,1,,,,,,,
77,96,1,1,1,0,0.00057,0.004007,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,1.57274,0.180605,-1.57213,-0.205524,1,1,1,1,,,,,,,
77,96,1,1,1,0,0.000584,0.004028,0.012317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
77,317,1,1,1,0,0.000599,0.005628,0.012641,0,0,0,0,0,0,0,0,0,0,0,0,-2.96387,-0.877731,2.9664,0.870354,1,1,1,1,,,,,,,
