bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ,,,,,,,,
1136,1137,0,1,1,1.01628,-22.8096,1.06533,0.17576,0,0,110,115,0,0,0,0,0,1.01108,-22.3562,-1.06411,-0.176335,0,0,0,,,,,,,,
1137,1138,0,1,1,0.96537,-23.1913,-0.00275,0.00478,0,0,10,10.5,0,0,0,0,0,0.960423,-22.7414,0.00274949,-0.0047673,0,0,0,,,,,,,,
1138,457_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.944178,-22.1068,-0.000258584,0.001462,0,0,0,,,,,,,,
1139,594,0,1,1,0.988046,-22.5987,0.33137,-0.07346,0,0,110,115,0,0,0,0,0,0.992682,-21.9837,-0.330087,0.0721216,0,0,0,,,,,,,,
1140,596,0,1,1,0.940096,-22.9195,0.05404,-0.00666,0,0,10,10.5,0,0,0,0,0,0.944486,-22.301,-0.0540252,0.00664484,0,0,0,,,,,,,,
1141,458_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.9475,-22.272,-0.000264572,0.00128735,0,0,0,,,,,,,,
1142,595,0,1,1,0.992002,-22.7197,0.40698,0.02512,0,0,110,115,0,0,0,0,0,0.996766,-22.105,-0.405856,-0.0260187,0,0,0,,,,,,,,
1143,597,0,1,1,0.943447,-22.986,0.02793,-0.00924,0,0,10,10.5,0,0,0,0,0,0.947963,-22.3683,-0.0279229,0.00921718,0,0,0,,,,,,,,
1144,460_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.969995,-1.34742,-0.000385397,0.0017158,0,0,0,,,,,,,,
1145,1387,0,1,1,1.00529,-3.46475,0.40863,0.10078,0,0,110,115,0,0,0,0,0,1.02079,-1.19836,-0.407708,-0.102085,0,0,0,,,,,,,,
1146,1389,0,1,1,0.999976,-3.63591,0.00409,0.00992,0,0,10,10.5,0,0,0,0,0,1.01541,-1.36409,-0.0040834,-0.00991366,0,0,0,,,,,,,,
1147,461_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.971074,-20.0908,-7.12E-05,0.00064929,0,0,0,,,,,,,,
1148,2674,0,1,1,1.02265,-20.4194,0.48921,0.12411,0,0,110,115,0,0,0,0,0,1.02222,-19.9221,-0.488674,-0.124223,0,0,0,,,,,,,,
1149,2676,0,1,1,0.976316,-20.5923,-0.00085,-0.09542,0,0,10,10.5,0,0,0,0,0,0.975892,-20.095,0.000849566,0.0951805,0,0,0,,,,,,,,
1150,462_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.971757,-20.0849,-9.76E-05,0.000782777,0,0,0,,,,,,,,
1151,2673,0,1,1,1.02269,-20.4108,0.48788,0.01975,0,0,110,115,0,0,0,0,0,1.02226,-19.9134,-0.487287,-0.020246,0,0,0,,,,,,,,
1152,2675,0,1,1,0.972088,-20.5817,-0.00018,0.0016,0,0,10,10.5,0,0,0,0,0,0.971674,-20.0843,0.000179981,-0.00159603,0,0,0,,,,,,,,
1153,463_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.964774,-21.2247,-0.000131595,0.000994878,0,0,0,,,,,,,,
1154,1725,0,1,1,0.99488,-21.8373,0.28031,-0.01835,0,0,110,115,0,0,0,0,0,1.0147,-21.1052,-0.279621,0.0175655,0,0,0,,,,,,,,
1155,1727,0,1,1,0.945813,-21.9589,-0.00064,0.00206,0,0,10,10.5,0,0,0,0,0,0.964637,-21.2218,0.000639893,-0.00205418,0,0,0,,,,,,,,
1156,464_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.963075,-21.2322,-0.000119896,0.000883586,0,0,0,,,,,,,,
1157,1723,0,1,1,0.993212,-21.8535,0.29026,-0.00612,0,0,110,115,0,0,0,0,0,1.01306,-21.1206,-0.289583,0.00547027,0,0,0,,,,,,,,
1158,1726,0,1,1,0.943967,-21.9728,0.00086,0.00363,0,0,10,10.5,0,0,0,0,0,0.96283,-21.235,-0.000859804,-0.00361968,0,0,0,,,,,,,,
1159,465_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.954748,-21.3186,-0.000109268,0.000495472,0,0,0,,,,,,,,
1160,1724,0,1,1,0.984925,-21.8626,0.29734,0.06378,0,0,110,115,0,0,0,0,0,1.00495,-21.1307,-0.296842,-0.0639643,0,0,0,,,,,,,,
1161,1728,0,1,1,0.935629,-22.0532,-0.00106,0.00108,0,0,10,10.5,0,0,0,0,0,0.954665,-21.3134,0.00105978,-0.00107719,0,0,0,,,,,,,,
1162,466_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.962451,0.58151,-0.00156828,0.00609888,0,0,0,,,,,,,,
1163,1144,0,1,1,0.998326,-1.56132,0.43227,0.18793,0,0,110,115,0,0,0,0,0,1.01291,0.647011,-0.42842,-0.193659,0,0,0,,,,,,,,
1164,1146,0,1,1,0.993216,-1.6524,0.00328,-0.08729,0,0,35,35,0,0,0,0,0,1.00754,0.558923,-0.00327293,0.0872772,0,0,0,,,,,,,,
1165,467_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.963263,0.541124,-0.000195536,0.00106593,0,0,0,,,,,,,,
1166,1145,0,1,1,0.998867,-1.63805,0.10721,-0.00764,0,0,110,115,0,0,0,0,0,1.01343,0.56856,-0.106363,0.00671504,0,0,0,,,,,,,,
1167,1147,0,1,1,0.982361,-2.75925,0.215,0.05537,0,0,35,35,0,0,0,0,0,0.996847,-0.52025,-0.21499,-0.0553583,0,0,0,,,,,,,,
1168,468_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.965877,-24.4678,4.58E-06,8.54E-05,0,0,0,,,,,,,,
1169,2982,0,1,1,0.999645,-25.0025,0.36153,0.0577,0,0,110,115,0,0,0,0,0,1.01677,-24.3012,-0.361433,-0.0575364,0,0,0,,,,,,,,
1170,2985,0,1,1,0.952139,-25.8907,0.1901,-0.04781,0,0,10,10.5,0,0,0,0,0,0.96838,-25.1597,-0.190066,0.0476924,0,0,0,,,,,,,,
1171,469_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.966535,-24.5236,-7.64E-05,0.000718715,0,0,0,,,,,,,,
1172,2983,0,1,1,0.999954,-25.06,0.36508,0.05443,0,0,110,115,0,0,0,0,0,1.01711,-24.3542,-0.36456,-0.0546853,0,0,0,,,,,,,,
1173,2986,0,1,1,0.953013,-25.9751,0.18952,-0.04529,0,0,10,10.5,0,0,0,0,0,0.969266,-25.2383,-0.189485,0.0451639,0,0,0,,,,,,,,
1174,470_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.993014,-24.5447,-2.07E-05,0.000331332,0,0,0,,,,,,,,
1175,1940,0,1,1,1.00476,-25.4095,0.48254,0.16057,0,0,110,115,0,0,0,0,0,1.04607,-24.2698,-0.482317,-0.160208,0,0,0,,,,,,,,
1176,1942,0,1,1,0.963899,-25.7745,0.01064,-0.13841,0,0,10,10.5,0,0,0,0,0,1.00279,-24.6064,-0.0106398,0.137961,0,0,0,,,,,,,,
1177,471_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.995611,-24.7539,-5.86E-05,0.000610057,0,0,0,,,,,,,,
1178,1941,0,1,1,1.00636,-25.6723,0.52343,0.07166,0,0,110,115,0,0,0,0,0,1.04763,-24.512,-0.523103,-0.0717691,0,0,0,,,,,,,,
1179,1943,0,1,1,0.961472,-25.958,0.00367,-0.07004,0,0,10,10.5,0,0,0,0,0,1.00049,-24.7755,-0.00366995,0.0698062,0,0,0,,,,,,,,
1180,472_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.951405,-23.8609,-7.54E-05,0.000342971,0,0,0,,,,,,,,
1181,1950,0,1,1,1.00806,-23.8231,1.06708,0.17466,0,0,110,115,0,0,0,0,0,1.00228,-23.371,-1.06653,-0.174273,0,0,0,,,,,,,,
1182,1952,0,1,1,0.956837,-24.303,-0.00146,0.00106,0,0,10,10.5,0,0,0,0,0,0.951348,-23.8562,0.00145967,-0.00105727,0,0,0,,,,,,,,
1183,473_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.949758,-24.0613,-0.000213475,0.00101422,0,0,0,,,,,,,,
1184,1949,0,1,1,1.00587,-24.0147,1.07173,0.17218,0,0,110,115,0,0,0,0,0,0.999998,-23.5625,-1.07075,-0.172207,0,0,0,,,,,,,,
1185,1951,0,1,1,0.955408,-24.4993,-0.00278,-0.00115,0,0,10,10.5,0,0,0,0,0,0.949823,-24.0524,0.00277932,0.00114678,0,0,0,,,,,,,,
1186,474_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.03236,5.15482,2.82E-05,0.00011555,0,0,0,,,,,,,,
1187,1788,0,1,1,1.08712,5.02813,-0.09475,0.00757,0,0,110,115,0,0,0,0,0,1.08642,5.11667,0.094781,-0.00767214,0,0,0,,,,,,,,
1188,1791,0,1,1,1.07436,5.52301,-0.09584,0.00722,0,0,35,35,0,0,0,0,0,1.07368,5.6122,0.0958401,-0.00722046,0,0,0,,,,,,,,
1189,475_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.961306,5.47044,-0.000180079,0.000770682,0,0,0,,,,,,,,
1190,1789,0,1,1,1.01226,5.32248,-0.12906,-0.00017,0,0,110,115,0,0,0,0,0,1.01161,5.41452,0.129753,-0.000680205,0,0,0,,,,,,,,
1191,1790,0,1,1,1.0012,5.93443,-0.12987,-0.00043,0,0,35,35,0,0,0,0,0,1.00055,6.02753,0.129874,0.000430971,0,0,0,,,,,,,,
1192,476_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.00944,-20.8553,-2.00E-05,0.000240416,0,0,0,,,,,,,,
1193,871,0,1,1,1.03785,-21.4937,0.20751,-0.03572,0,0,110,115,0,0,0,0,0,1.06154,-20.7524,-0.207395,0.0354435,0,0,0,,,,,,,,
1194,873,0,1,1,0.987062,-21.6071,0.00127,-0.00167,0,0,10,10.5,0,0,0,0,0,1.00956,-20.8608,-0.00127006,0.0016655,0,0,0,,,,,,,,
1195,477_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.991935,-22.4564,-2.80E-05,0.000393574,0,0,0,,,,,,,,
1196,1666,0,1,1,1.00063,-23.2892,0.3027,0.02887,0,0,110,115,0,0,0,0,0,1.04364,-22.2962,-0.302466,-0.0290543,0,0,0,,,,,,,,
1197,1669,0,1,1,0.955348,-23.4875,0.00409,-0.05323,0,0,10,10.5,0,0,0,0,0,0.996027,-22.4784,-0.00408986,0.0530785,0,0,0,,,,,,,,
1198,478_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.992147,-22.2893,-2.00E-05,0.000320796,0,0,0,,,,,,,,
1199,1667,0,1,1,1.00094,-23.0845,0.2889,0.03206,0,0,110,115,0,0,0,0,0,1.04392,-22.1086,-0.288701,-0.0321834,0,0,0,,,,,,,,
1200,1668,0,1,1,0.955876,-23.3083,0.00461,-0.0589,0,0,10,10.5,0,0,0,0,0,0.996517,-22.3141,-0.00460985,0.0587338,0,0,0,,,,,,,,
1201,479_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.941503,-1.13038,-0.000275951,0.0011931,0,0,0,,,,,,,,
1202,1676,0,1,1,0.974736,-3.1625,0.57813,0.01925,0,0,110,115,0,0,0,0,0,0.990347,-0.910661,-0.577079,-0.0201283,0,0,0,,,,,,,,
1203,1678,0,1,1,0.92629,-3.19515,-0.05017,0.0074,0,0,10,10.5,0,0,0,0,0,0.941122,-0.941941,0.0501688,-0.00739963,0,0,0,,,,,,,,
1204,481_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.957173,-23.8371,-0.000474668,0.00277029,0,0,0,,,,,,,,
1205,447,0,1,1,0.988302,-24.4779,0.67517,0.08485,0,0,110,115,0,0,0,0,0,1.007,-23.6363,-0.6734,-0.0865291,0,0,0,,,,,,,,
1206,449,0,1,1,0.94432,-24.8645,0.045,-0.08124,0,0,10,10.5,0,0,0,0,0,0.961971,-24.0082,-0.0449899,0.080995,0,0,0,,,,,,,,
1207,482_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.957318,-23.8404,-0.000459319,0.00239851,0,0,0,,,,,,,,
1208,446,0,1,1,0.988295,-24.3988,0.67907,0.07912,0,0,110,115,0,0,0,0,0,1.00696,-23.5621,-0.677515,-0.0806504,0,0,0,,,,,,,,
1209,448,0,1,1,0.94414,-24.8664,0.04323,-0.07288,0,0,10,10.5,0,0,0,0,0,0.961769,-24.012,-0.0432207,0.0726698,0,0,0,,,,,,,,
1210,483_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0217,-20.2939,-6.75E-08,6.45E-05,0,0,0,,,,,,,,
1211,2953,0,1,1,1.03033,-21.096,0.02837,-0.02995,0,0,110,115,0,0,0,0,0,1.07479,-20.2845,-0.0283428,0.0298096,0,0,0,,,,,,,,
1212,2955,0,1,1,0.979262,-21.1156,0.00338,0.0039,0,0,10,10.5,0,0,0,0,0,1.02152,-20.3025,-0.00338043,-0.00388883,0,0,0,,,,,,,,
1213,484_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.02341,-20.2896,-1.51E-05,0.000148262,0,0,0,,,,,,,,
1214,2954,0,1,1,1.0327,-21.0884,0.02813,0.04045,0,0,110,115,0,0,0,0,0,1.07706,-20.2772,-0.0280766,-0.0404787,0,0,0,,,,,,,,
1215,2956,0,1,1,0.985713,-21.1188,0.00368,-0.0887,0,0,10,10.5,0,0,0,0,0,1.02769,-20.3051,-0.00368027,0.0884512,0,0,0,,,,,,,,
1216,491_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.962179,-22.1267,-0.00010288,0.000805886,0,0,0,,,,,,,,
1217,1552,0,1,1,1.0044,-22.8953,0.39201,-0.02072,0,0,110,115,0,0,0,0,0,1.01195,-21.9709,-0.391294,0.0200692,0,0,0,,,,,,,,
1218,1555,0,1,1,0.954953,-23.0627,0.00241,0.00094,0,0,10,10.5,0,0,0,0,0,0.962118,-22.1355,-0.00240941,-0.000936501,0,0,0,,,,,,,,
1219,492_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.966085,-22.2048,-2.51E-05,0.000484369,0,0,0,,,,,,,,
1220,1553,0,1,1,1.00889,-22.9113,0.4008,0.02416,0,0,110,115,0,0,0,0,0,1.01638,-21.9882,-0.400324,-0.024392,0,0,0,,,,,,,,
1221,1554,0,1,1,0.964234,-23.1414,0.00107,-0.08407,0,0,10,10.5,0,0,0,0,0,0.97129,-22.2147,-0.00107019,0.0837658,0,0,0,,,,,,,,
1222,493_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.947875,-23.7239,-0.000266426,0.00143113,0,0,0,,,,,,,,
1223,1058,0,1,1,1.00134,-23.6855,1.08642,0.51648,0,0,110,115,0,0,0,0,0,1.00063,-23.1893,-1.0853,-0.516032,0,0,0,,,,,,,,
1224,1060,0,1,1,0.970157,-24.2592,0.00203,-0.35643,0,0,10,10.5,0,0,0,0,0,0.969439,-23.7632,-0.00203071,0.355582,0,0,0,,,,,,,,
1225,494_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.944909,-23.7851,-0.000241282,0.00112668,0,0,0,,,,,,,,
1226,1059,0,1,1,0.997973,-23.6789,1.01717,0.40248,0,0,110,115,0,0,0,0,0,0.997236,-23.1837,-1.0162,-0.402165,0,0,0,,,,,,,,
1227,1061,0,1,1,0.960025,-24.3069,0.00259,-0.22189,0,0,10,10.5,0,0,0,0,0,0.959303,-23.812,-0.00258971,0.221395,0,0,0,,,,,,,,
1228,495_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.969578,-0.938088,-7.48E-05,0.000507348,0,0,0,,,,,,,,
1229,2961,0,1,1,1.00728,-0.462996,0.02582,-0.03043,0,0,110,115,0,0,0,0,0,1.01992,-0.928674,-0.0254474,0.0300257,0,0,0,,,,,,,,
1230,2963,0,1,1,0.95415,-1.02957,0.15347,0.05154,0,0,10,10.5,0,0,0,0,0,0.966194,-1.48114,-0.153471,-0.0515477,0,0,0,,,,,,,,
1231,496_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.9627,-24.4028,7.08E-05,0.000442634,0,0,0,,,,,,,,
1232,1999,0,1,1,0.995306,-24.715,0.83555,-0.26383,0,0,110,115,0,0,0,0,0,1.01044,-24.0234,-0.835034,0.262944,0,0,0,,,,,,,,
1233,2001,0,1,1,0.948338,-25.1059,-9.00E-05,0.00044,0,0,10,10.5,0,0,0,0,0,0.962677,-24.4025,9.00E-05,-0.000438826,0,0,0,,,,,,,,
1234,497_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.963832,-24.6814,-0.000182986,0.000594031,0,0,0,,,,,,,,
1235,1998,0,1,1,0.999591,-25.0233,0.94302,0.42335,0,0,110,115,0,0,0,0,0,1.01657,-24.3147,-0.942452,-0.42258,0,0,0,,,,,,,,
1236,2000,0,1,1,0.951597,-25.4149,0.00118,-0.07557,0,0,10,10.5,0,0,0,0,0,0.967703,-24.693,-0.00118033,0.0753891,0,0,0,,,,,,,,
1237,498_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.01981,-6.02348,-4.27E-06,-7.73E-06,0,0,0,,,,,,,,
1238,2602,0,1,1,1.01131,-6.38094,-0.14827,-0.12111,0,0,110,115,0,0,0,0,0,1.01877,-6.10277,0.148276,0.120978,0,0,0,,,,,,,,
1239,2604,0,1,1,1.01295,-6.30655,0.00127,-0.00816,0,0,10,10.5,0,0,0,0,0,1.0204,-6.02945,-0.00127005,0.00815051,0,0,0,,,,,,,,
1240,499_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.01983,-6.05252,-2.23E-06,-1.16E-05,0,0,0,,,,,,,,
1241,2603,0,1,1,1.01143,-6.40488,-0.14146,-0.12166,0,0,110,115,0,0,0,0,0,1.01888,-6.12651,0.141464,0.121531,0,0,0,,,,,,,,
1242,2605,0,1,1,1.01295,-6.32853,-0.00052,-0.00782,0,0,10,10.5,0,0,0,0,0,1.02039,-6.05129,0.000520034,0.00781084,0,0,0,,,,,,,,
1243,502_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.974725,-8.33527,-6.09E-05,0.00038489,0,0,0,,,,,,,,
1244,1211,0,1,1,1.01151,-8.36434,0.1923,0.06197,0,0,110,115,0,0,0,0,0,1.02593,-8.24655,-0.192,-0.0621922,0,0,0,,,,,,,,
1245,1214,0,1,1,0.96081,-8.4608,0.00147,0.00329,0,0,10,10.5,0,0,0,0,0,0.974524,-8.3402,-0.0014699,-0.00328571,0,0,0,,,,,,,,
1246,503_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.975048,-8.34797,-5.40E-05,0.00036032,0,0,0,,,,,,,,
1247,1212,0,1,1,1.01181,-8.38114,0.19411,0.05741,0,0,110,115,0,0,0,0,0,1.02623,-8.26284,-0.193823,-0.0576098,0,0,0,,,,,,,,
1248,1213,0,1,1,0.961094,-8.47552,0.00202,0.00409,0,0,10,10.5,0,0,0,0,0,0.974805,-8.35447,-0.00201986,-0.00408462,0,0,0,,,,,,,,
1249,504_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.962166,-18.3479,-6.84E-05,0.000614995,0,0,0,,,,,,,,
1250,2659,0,1,1,0.942327,-19.51,0.1865,-0.07036,0,0,110,115,0,0,0,0,0,1.01166,-18.2687,-0.185968,0.0697101,0,0,0,,,,,,,,
1251,2661,0,1,1,0.896612,-19.6016,-0.00012,-0.00441,0,0,10,10.5,0,0,0,0,0,0.962435,-18.3479,0.000119956,0.00440084,0,0,0,,,,,,,,
1252,505_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.00514,-18.2236,-3.09E-06,0.000191437,0,0,0,,,,,,,,
1253,2660,0,1,1,0.984415,-19.3721,0.18171,-0.06847,0,0,110,115,0,0,0,0,0,1.05694,-18.1513,-0.181605,0.0681859,0,0,0,,,,,,,,
1254,2662,0,1,1,0.936547,-19.4521,-0.00101,-0.0045,0,0,10,10.5,0,0,0,0,0,1.00541,-18.2206,0.00101002,0.00449063,0,0,0,,,,,,,,
1255,2656,0,1,1,0.968017,-10.4956,0.03034,0.0188,0,0,10,10.5,0,0,0,0,0,1.01419,-10.3776,-0.0303419,-0.0187697,0,0,0,,,,,,,,
1256,508_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.985385,-19.6378,-0.000109379,0.000678375,0,0,0,,,,,,,,
1257,507,0,1,1,1.0133,-20.2474,0.18431,0.06023,0,0,110,115,0,0,0,0,0,1.037,-19.5794,-0.183885,-0.0606225,0,0,0,,,,,,,,
1258,511,0,1,1,0.962732,-20.3023,-0.00199,0.00232,0,0,10,10.5,0,0,0,0,0,0.985268,-19.6317,0.00198984,-0.00231345,0,0,0,,,,,,,,
1259,509_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.99974,-12.4966,-4.60E-05,0.000344031,0,0,0,,,,,,,,
1260,1375,0,1,1,1.00449,-12.5757,0.46291,0.15006,0,0,110,115,0,0,0,0,0,1.05272,-12.271,-0.462731,-0.150028,0,0,0,,,,,,,,
1261,1377,0,1,1,0.959912,-12.8193,-0.00299,-0.09923,0,0,10,10.5,0,0,0,0,0,1.0055,-12.4926,0.00298999,0.0990577,0,0,0,,,,,,,,
1262,510_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-12.4849,-5.06E-05,0.000373145,0,0,0,,,,,,,,
1263,1374,0,1,1,1.00471,-12.5715,0.46357,0.14812,0,0,110,115,0,0,0,0,0,1.05293,-12.2671,-0.46338,-0.148112,0,0,0,,,,,,,,
1264,1376,0,1,1,0.960181,-12.8017,-0.00433,-0.0998,0,0,10,10.5,0,0,0,0,0,1.00575,-12.4766,0.00432999,0.0996253,0,0,0,,,,,,,,
1265,511_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.958342,-24.613,-6.89E-05,0.000784671,0,0,0,,,,,,,,
1266,493,0,1,1,1.00227,-24.91,0.7499,0.02222,0,0,110,115,0,0,0,0,0,1.00807,-24.2706,-0.749258,-0.0225006,0,0,0,,,,,,,,
1267,496,0,1,1,0.998989,-26.0501,0.24096,-0.02232,0,0,10,10.5,0,0,0,0,0,1.00476,-25.397,-0.240854,0.022288,0,0,0,,,,,,,,
1268,512_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.957042,-24.65,-9.48E-05,0.000916074,0,0,0,,,,,,,,
1269,492,0,1,1,1.00102,-24.9416,0.81853,0.04823,0,0,110,115,0,0,0,0,0,1.00684,-24.3016,-0.817777,-0.0485342,0,0,0,,,,,,,,
1270,495,0,1,1,0.9529,-25.9416,0.19575,-0.03202,0,0,10,10.5,0,0,0,0,0,0.958416,-25.2897,-0.195711,0.0319546,0,0,0,,,,,,,,
1271,513_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.976998,-18.843,-0.000124685,0.000875117,0,0,0,,,,,,,,
1272,1091,0,1,1,1.03349,-19.1888,0.4016,0.02819,0,0,110,115,0,0,0,0,0,1.02784,-18.6979,-0.401057,-0.0287136,0,0,0,,,,,,,,
1273,1093,0,1,1,0.981157,-19.6143,0.08139,0.01814,0,0,10,10.5,0,0,0,0,0,0.975783,-19.1279,-0.0813808,-0.0180884,0,0,0,,,,,,,,
1274,514_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.974554,-18.8484,-4.53E-05,0.00032206,0,0,0,,,,,,,,
1275,1090,0,1,1,1.03137,-19.154,0.42929,0.06671,0,0,110,115,0,0,0,0,0,1.0257,-18.6638,-0.428988,-0.0667148,0,0,0,,,,,,,,
1276,1092,0,1,1,0.979477,-19.5176,0.05058,0.00369,0,0,10,10.5,0,0,0,0,0,0.974083,-19.0313,-0.0505729,-0.00367311,0,0,0,,,,,,,,
1277,515_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.03902,-18.4774,1.78E-05,9.68E-05,0,0,0,,,,,,,,
1278,2682,0,1,1,1.00564,-19.5623,0.48646,0.05849,0,0,110,115,0,0,0,0,0,1.0934,-18.2779,-0.486427,-0.0584378,0,0,0,,,,,,,,
1279,2684,0,1,1,0.961141,-19.8181,0.00279,-0.09398,0,0,10,10.5,0,0,0,0,0,1.04412,-18.4941,-0.00278979,0.0937855,0,0,0,,,,,,,,
1280,516_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.03841,-18.4566,1.63E-05,8.27E-05,0,0,0,,,,,,,,
1281,2681,0,1,1,1.00579,-19.5414,0.48162,0.16081,0,0,110,115,0,0,0,0,0,1.09356,-18.2598,-0.481589,-0.160539,0,0,0,,,,,,,,
1282,2683,0,1,1,0.965923,-19.7985,0.00117,-0.19095,0,0,10,10.5,0,0,0,0,0,1.04853,-18.4772,-0.00116868,0.190548,0,0,0,,,,,,,,
1283,517_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.952249,-23.4969,-0.000260298,0.00107345,0,0,0,,,,,,,,
1284,555,0,1,1,1.01337,-23.7169,0.78501,0.16635,0,0,110,115,0,0,0,0,0,1.00254,-23.1797,-0.784,-0.16658,0,0,0,,,,,,,,
1285,559,0,1,1,0.962578,-24.0144,-0.00427,-0.00061,0,0,10,10.5,0,0,0,0,0,0.952281,-23.4832,0.00426904,0.000608373,0,0,0,,,,,,,,
1286,518_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.955766,-23.4437,-0.000208926,0.00104219,0,0,0,,,,,,,,
1287,556,0,1,1,1.01676,-23.6763,0.79419,0.1256,0,0,110,115,0,0,0,0,0,1.00596,-23.138,-0.793251,-0.125884,0,0,0,,,,,,,,
1288,558,0,1,1,0.966087,-23.966,-0.00317,-0.00099,0,0,10,10.5,0,0,0,0,0,0.955822,-23.4337,0.00316932,0.000987173,0,0,0,,,,,,,,
1289,2699,0,1,1,1.0153,-8.39727,0.28934,-0.05714,0,0,10,10.5,0,0,0,0,0,1.02595,-8.28154,-0.289348,0.0571194,0,0,0,,,,,,,,
1290,521_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.01572,-19.5972,-4.03E-07,0.000266075,0,0,0,,,,,,,,
1291,2643,0,1,1,0.99203,-20.7134,0.69013,0.10101,0,0,110,115,0,0,0,0,0,1.06896,-19.3204,-0.690017,-0.10097,0,0,0,,,,,,,,
1292,2645,0,1,1,0.954274,-21.0422,-0.00275,-0.18945,0,0,10,10.5,0,0,0,0,0,1.02656,-19.6035,0.00275075,0.18911,0,0,0,,,,,,,,
1293,522_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.01827,-17.389,-2.04E-05,0.000153531,0,0,0,,,,,,,,
1294,1498,0,1,1,1.03876,-17.9941,0.26672,0.05505,0,0,110,115,0,0,0,0,0,1.07162,-17.2841,-0.266637,-0.0549927,0,0,0,,,,,,,,
1295,1500,0,1,1,0.987021,-18.1176,0.00346,0.00015,0,0,10,10.5,0,0,0,0,0,1.01826,-17.4,-0.00346039,-0.00014914,0,0,0,,,,,,,,
1296,523_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.00576,-9.1086,-1.21E-05,0.000327674,0,0,0,,,,,,,,
