tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,limit,ioff,joff,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse,,,,,
264,263,0,1,1,1,0.001212,0.043205,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.01038,0.08615,0,0,0,0,0,1,1,1,1,,,,,0.043205
32,265,0,1,1,1,0.005217,0.166826,0,0,0,0,0,0,1.03125,0,0,0,0,0,0,-0.00488,-0.0071,0.00488,0.00711,0,0,0,1,1,1,1,,,,,0.166826
51,266,0,1,1,1,0.008029,0.316015,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.05247,-0.04194,0,0,0,0,0,1,1,1,1,,,,,0.316015
267,266,0,1,1,1,0.004284,0.017137,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.04543,-0.0029,0,0,0,0,0,1,1,1,1,,,,,-0.017137
268,266,0,1,1,1,0.005803,0.202157,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00705,0.04679,0,0,0,0,0,1,1,1,1,,,,,0.202157
53,269,0,1,1,1,0.008215,0.318339,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.02811,0.00504,0,0,0,0,0,1,1,1,1,,,,,0.318339
270,269,0,1,1,1,0.004865,0.01946,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.02676,-0.00696,0,0,0,0,0,1,1,1,1,,,,,-0.01946
271,269,0,1,1,1,0.00587,0.206513,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00139,0.00215,0,0,0,0,0,1,1,1,1,,,,,0.206513
60,272,0,1,1,1,0.004774,0.202658,0,0,0,0,0,0,0.980435,0,0,0,0,0,0,0.0881,0.01565,0,0,0,0,0,1,1,1,1,,,,,0.202658
273,272,0,1,1,1,0.002736,0.01473,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.00116,0.00086,0,0,0,0,0,1,1,1,1,,,,,-0.01473
274,272,0,1,1,1,0.002838,0.127267,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.08688,-0.01391,0,0,0,0,0,1,1,1,1,,,,,0.127267
22,275,0,1,1,1,0.00476,0.201468,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.06955,0.01399,0,0,0,0,0,1,1,1,1,,,,,0.201468
276,275,0,1,1,1,0.002849,0.013907,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.00107,0.0002,0,0,0,0,0,1,1,1,1,,,,,-0.013907
277,275,0,1,1,1,0.002855,0.127908,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.06851,-0.01251,0,0,0,0,0,1,1,1,1,,,,,0.127908
82,278,0,1,1,1,0.004253,0.116471,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.14613,-0.00594,0,0,0,0,0,1,1,1,1,,,,,0.116471
279,278,0,1,1,1,0.002991,0.01839,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.07792,-0.006,0,0,0,0,0,1,1,1,1,,,,,-0.01839
280,278,0,1,1,1,0.000516,0.059928,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.06814,0.0147,0,0,0,0,0,1,1,1,1,,,,,0.059928
81,281,0,1,1,1,0.004253,0.115831,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.04451,0.01189,0,0,0,0,0,1,1,1,1,,,,,0.115831
282,281,0,1,1,1,0.002991,0.020129,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.01761,-0.00057,0,0,0,0,0,1,1,1,1,,,,,-0.020129
283,281,0,1,1,1,0.000668,0.063862,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.02692,-0.01101,0,0,0,0,0,1,1,1,1,,,,,0.063862
86,284,0,1,1,1,0.006526,0.306137,0,0,0,0,0,0,0.933747,0,0,0,0,0,0,0.0469,0.01141,-0.04689,-0.01078,0,0,0,1,1,1,1,,,,,0.306137
88,285,0,1,1,1,0.004253,0.20156,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.13122,0.04056,0,0,0,0,0,1,1,1,1,,,,,0.20156
286,285,0,1,1,1,0.003232,0.013084,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.05488,-0.01255,0,0,0,0,0,1,1,1,1,,,,,-0.013084
287,285,0,1,1,1,0.003521,0.133306,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.07635,-0.02327,0,0,0,0,0,1,1,1,1,,,,,0.133306
89,288,0,1,1,1,0.004251,0.202566,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.09169,0.05254,0,0,0,0,0,1,1,1,1,,,,,0.202566
110,288,0,1,1,1,0.003065,0.01226,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.07332,-0.04427,0,0,0,0,0,1,1,1,1,,,,,-0.01226
289,288,0,1,1,1,0.00353,0.13047,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.01838,-0.00603,0,0,0,0,0,1,1,1,1,,,,,0.13047
87,290,0,1,1,1,0.006526,0.306137,0,0,0,0,0,0,0.945135,0,0,0,0,0,0,0.06028,0.00649,-0.06026,-0.00545,0,0,0,1,1,1,1,,,,,0.306137
91,291,0,1,1,1,0.004353,0.204396,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.16635,0.02759,0,0,0,0,0,1,1,1,1,,,,,0.204396
292,291,0,1,1,1,0.002718,0.014639,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.12424,-0.05903,0,0,0,0,0,1,1,1,1,,,,,-0.014639
293,291,0,1,1,1,0.00301,0.135776,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.042,0.03764,0,0,0,0,0,1,1,1,1,,,,,0.135776
90,294,0,1,1,1,0.004482,0.203664,0,0,0,0,0,0,0.980435,0,0,0,0,0,0,0.21891,0.06053,0,0,0,0,0,1,1,1,1,,,,,0.203664
121,294,0,1,1,1,0.0026,0.014456,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.12978,-0.01373,0,0,0,0,0,1,1,1,1,,,,,-0.014456
295,294,0,1,1,1,0.002864,0.134678,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.08893,-0.03502,0,0,0,0,0,1,1,1,1,,,,,0.134678
92,296,0,1,1,1,0.004068,0.204396,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.03033,0.00959,0,0,0,0,0,1,1,1,1,,,,,0.204396
297,296,0,1,1,1,0.003274,0.131385,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.03032,-0.00925,0,0,0,0,0,1,1,1,1,,,,,0.131385
93,298,0,1,1,1,0.004068,0.204396,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.17513,0.00681,0,0,0,0,0,1,1,1,1,,,,,0.204396
299,298,0,1,1,1,0.002622,0.011894,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.1522,-0.03459,0,0,0,0,0,1,1,1,1,,,,,-0.011894
300,298,0,1,1,1,0.003274,0.131385,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.02285,0.03422,0,0,0,0,0,1,1,1,1,,,,,0.131385
96,301,0,1,1,1,0.007598,0.13724,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.01474,-0.00095,-0.01473,0.00097,0,0,0,1,1,1,1,,,,,0.13724
95,302,0,1,1,1,0.007612,0.13724,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.03156,0.00622,-0.03155,-0.00609,0,0,0,1,1,1,1,,,,,0.13724
66,303,0,1,1,1,0.007672,0.327488,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.04036,0.01087,0,0,0,0,0,1,1,1,1,,,,,0.327488
304,303,0,1,1,1,0.005265,0.021058,0,0,0,0,0,0,0.98,0,0,0,0,0,0,-0.02651,-0.00502,0,0,0,0,0,1,1,1,1,,,,,-0.021058
305,303,0,1,1,1,0.005856,0.210144,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.01378,-0.00526,0,0,0,0,0,1,1,1,1,,,,,0.210144
127,306,0,1,1,0,0.0001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,0.001
127,307,0,1,1,0,0.0001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,0.001
308,127,0,1,1,0,0.0001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,0.001
309,127,0,1,1,0,0.0001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,0.001
