tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reversed,M_Q_TLPF_reversed,limit,ioff,joff
2420,6239,1,1,1,1,0.005764,0.269448,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.07302,0.02008,0,0,0,0,0
2421,6239,1,1,1,1,0.00428,-0.002059,0,0,0,0,0,0,0.976,0,0,0,0,0,0,0.00072,0.01148,0,0,0,0,0
6237,6239,1,1,1,1,0.004435,0.147304,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.07368,-0.02918,0,0,0,0,0
2452,6240,1,1,1,1,0.004197,0.201834,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.05284,0.00259,0,0,0,0,0
2454,6240,1,1,1,1,0.003453,-0.012992,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.00086,0.00044,0,0,0,0,0
6238,6240,1,1,1,1,0.003319,0.132299,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.05194,-0.00206,0,0,0,0,0
2479,6241,1,1,1,1,0.042012,0.651424,0,0,0,0,0,0,0.911111,0,0,0,0,0,0,0.01269,0.00332,-0.01268,-0.00322,0,0,0
22,6242,1,1,1,1,0.001502,0.089,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.40516,0.05501,0,0,0,0,0
2352,6242,1,1,1,1,0.000631,-0.0065,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.40462,-0.04018,0,0,0,0,0
6235,6242,1,1,1,1,0.001845,0.057667,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00003,0.00008,0,0,0,0,0
2420,6243,1,1,1,1,0.010064,0.321389,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.06249,0.017,0,0,0,0,0
2421,6243,1,1,1,1,0.004675,-0.021058,0,0,0,0,0,0,0.976,0,0,0,0,0,0,-0.01343,-0.01388,0,0,0,0,0
6237,6243,1,1,1,1,0.008215,0.212758,0,0,0,0,0,0,1.046,0,0,0,0,0,0,-0.04896,-0.00124,0,0,0,0,0
2446,2436,1,1,1,1,0.007612,0.242686,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.07776,-0.01497,-0.07771,0.01639,0,0,0
2461,6211,1,1,1,1,0.058331,0.80981,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0,0,0,0,0,1,1
2482,6204,1,1,1,1,0.033485,0.721795,0,0,0,0,0,0,0.924064,0,0,0,0,0,0,0.02115,0.00921,-0.02114,-0.00885,0,0,0
2424,6244,1,1,1,1,0.005507,0.256567,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.09273,0.01457,0,0,0,0,0
2427,6244,1,1,1,1,0.003532,-0.015038,0,0,0,0,0,0,0.973333,0,0,0,0,0,0,-0.02887,-0.00774,0,0,0,0,0
6135,6244,1,1,1,1,0.004427,0.161143,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.06375,-0.00391,0,0,0,0,0
2441,6245,1,1,1,1,0.007061,0.31533,0,0,0,0,0,0,1.018152,0,0,0,0,0,0,0.13664,0.03232,0,0,0,0,0
1900,6245,1,1,1,1,0.006325,-0.0205,0,0,0,0,0,0,0.981333,0,0,0,0,0,0,-0.06881,-0.01908,0,0,0,0,0
6166,6245,1,1,1,1,0.006156,0.168,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.06762,-0.00601,0,0,0,0,0
2426,6246,1,1,1,1,0.118115,1.333272,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0.01358,-0.00374,-0.01358,0.00376,0,0,0
2423,6203,1,1,1,1,0.035922,0.62637,0,0,0,0,0,0,0.911111,0,0,0,0,0,0,0.01716,0.00766,-0.01715,-0.00746,0,0,0
2390,6247,1,1,1,1,0.005368,0.247947,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.04556,-0.00018,0,0,0,0,0
2348,6247,1,1,1,1,0.004243,-0.0199,0,0,0,0,0,0,0.993067,0,0,0,0,0,0,-0.03095,-0.0121,0,0,0,0,0
6156,6247,1,1,1,1,0.004359,0.163316,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.01458,0.01285,0,0,0,0,0
108,6248,1,1,1,1,0.001253,0.089664,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.3638,0.00137,0,0,0,0,0
2416,6248,1,1,1,1,0.000566,-0.007136,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.35959,0.00939,0,0,0,0,0
6236,6248,1,1,1,1,0.001643,0.053066,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00397,0.00124,0,0,0,0,0
2435,6137,1,1,1,1,0.067111,0.83889,0,0,0,0,0,0,0.888889,0,0,0,0,0,0,0.01246,0.00443,-0.01245,-0.0043,0,0,0
2368,6249,1,1,1,1,0.009636,0.302073,0,0,0,0,0,0,1.06413,0,0,0,0,0,0,0.08169,0.00445,0,0,0,0,0
2399,6249,1,1,1,1,0.006501,-0.020332,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.05126,0.00197,0,0,0,0,0
6250,6249,1,1,1,1,0.007331,0.212033,0,0,0,0,0,0,1.1,0,0,0,0,0,0,-0.03034,-0.00401,0,0,0,0,0
2368,6251,1,1,1,1,0.007319,0.243602,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.09147,0.01521,0,0,0,0,0
2397,6251,1,1,1,1,0.00446,-0.01258,0,0,0,0,0,0,0.981333,0,0,0,0,0,0,-0.04238,-0.00163,0,0,0,0,0
6252,6251,1,1,1,1,0.004861,0.15897,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.049,-0.01101,0,0,0,0,0
2360,6220,1,1,1,1,0.008723,0.327775,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0.01852,0.00417,-0.01852,-0.00406,0,0,0
636,6253,1,1,1,1,0.001029,0.084222,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.08128,-0.00661,0,0,0,0,0
2483,6253,1,1,1,1,0.00067,-0.005444,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.08122,0.00703,0,0,0,0,0
6254,6253,1,1,1,1,0.001055,0.049611,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.00001,0.00009,0,0,0,0,0
2388,6207,1,1,1,1,0.008771,0.32437,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0.00705,0.00277,-0.00705,-0.00275,0,0,0
2376,6255,1,1,1,1,0.005567,0.253093,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.05858,0.00459,0,0,0,0,0
2377,6255,1,1,1,1,0.004215,-0.017498,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.03664,-0.00133,0,0,0,0,0
6191,6255,1,1,1,1,0.004431,0.160914,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.02188,-0.00229,0,0,0,0,0
2409,6256,1,1,1,1,0.009488,0.342737,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.02746,-0.00984,0,0,0,0,0
2442,6256,1,1,1,1,0.006999,-0.025851,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.02742,0.0101,0,0,0,0,0
125,6257,1,1,1,1,0.001694,0.110974,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.37861,-0.02718,0,0,0,0,0
2524,6257,1,1,1,1,0.000917,-0.005375,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.33584,-0.02254,0,0,0,0,0
6258,6257,1,1,1,1,0.001716,0.104922,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.04237,0.06642,0,0,0,0,0
586,6259,1,1,1,1,0.00106,0.081793,0,0,0,0,0,0,1.047348,0,0,0,0,0,0,0.57002,-0.00547,0,0,0,0,0
2498,6259,1,1,1,1,0.00046,-0.005718,0,0,0,0,0,0,1.050435,0,0,0,0,0,0,-0.55163,0.0003,0,0,0,0,0
6260,6259,1,1,1,1,0.00123,0.049382,0,0,0,0,0,0,1.07,0,0,0,0,0,0,-0.01771,0.03239,0,0,0,0,0
586,6261,1,1,1,1,0.00106,0.080067,0,0,0,0,0,0,1.047348,0,0,0,0,0,0,0.58292,-0.00568,0,0,0,0,0
2498,6261,1,1,1,1,0.00046,-0.005674,0,0,0,0,0,0,1.050435,0,0,0,0,0,0,-0.56445,-0.00141,0,0,0,0,0
6260,6261,1,1,1,1,0.00123,0.04617,0,0,0,0,0,0,1.07,0,0,0,0,0,0,-0.01782,0.03473,0,0,0,0,0
2502,6262,1,1,1,1,0.007839,0.328461,0,0,0,0,0,0,0.973271,0,0,0,0,0,0,0.05756,0.0033,-0.05754,-0.00228,0,0,0
2502,6262,1,1,1,1,0.008005,0.335095,0,0,0,0,0,0,0.973271,0,0,0,0,0,0,0.05642,0.00323,-0.0564,-0.00223,0,0,0
2529,6263,1,1,1,1,0.102721,1.28401,0,0,0,0,0,0,0.964744,0,0,0,0,0,0,0.01938,0.00181,-0.01937,-0.00177,0,0,0
2529,6263,1,1,1,1,0.102721,1.28401,0,0,0,0,0,0,0.964744,0,0,0,0,0,0,0.01938,0.00181,-0.01937,-0.00177,0,0,0
2505,6264,1,1,1,1,0.13807,1.243521,0,0,0,0,0,0,0.956184,0,0,0,0,0,0,0.02024,0.00082,-0.02023,-0.00079,0,0,0
2537,6265,1,1,1,1,0.008082,0.243915,0,0,0,0,0,0,0.968525,0,0,0,0,0,0,0.08186,-0.01068,-0.08181,0.01222,0,0,0
2537,6265,1,1,1,1,0.00802,0.2434,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.08218,-0.00787,-0.08213,0.0094,0,0,0
2500,6266,1,1,1,1,0.008571,0.332578,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.11148,0.02347,-0.11138,-0.01945,0,0,0
2500,6266,1,1,1,1,0.008576,0.334637,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.11079,0.02334,-0.11069,-0.01935,0,0,0
2511,6267,1,1,1,1,0.008908,0.324337,0,0,0,0,0,0,0.979296,0,0,0,0,0,0,0.08996,-0.0086,-0.08989,0.01102,0,0,0
2511,6267,1,1,1,1,0.008907,0.322964,0,0,0,0,0,0,0.979296,0,0,0,0,0,0,0.09034,-0.00865,-0.09027,0.01108,0,0,0
267,6268,1,1,1,1,0.001721,0.11105,0,0,0,0,0,0,1.043083,0,0,0,0,0,0,0.26823,0.01224,0,0,0,0,0
2514,6268,1,1,1,1,0.000795,-0.008578,0,0,0,0,0,0,1.049565,0,0,0,0,0,0,-0.25696,-0.00434,0,0,0,0,0
6269,6268,1,1,1,1,0.001842,0.067209,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.01103,0.0001,0,0,0,0,0
264,6270,1,1,1,1,0.001216,0.091768,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,-0.0714,0.0079,0,0,0,0,0
2491,6270,1,1,1,1,0.000412,-0.006191,0,0,0,0,0,0,1.043478,0,0,0,0,0,0,0.07147,-0.11073,0,0,0,0,0
6271,6270,1,1,1,1,0.001264,0.0545,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00002,0.1039,0,0,0,0,0
264,6272,1,1,1,1,0.001216,0.091768,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,-0.07209,0.00044,0,0,0,0,0
2491,6272,1,1,1,1,0.000412,-0.006191,0,0,0,0,0,0,1.043478,0,0,0,0,0,0,0.07213,0.00004,0,0,0,0,0
125,6273,1,1,1,1,0.001217,0.09064,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.479,-0.0313,0,0,0,0,0
2524,6273,1,1,1,1,0.000619,-0.007197,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.44662,-0.02109,0,0,0,0,0
6258,6273,1,1,1,1,0.001502,0.095262,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.03187,0.07345,0,0,0,0,0
218,6274,1,1,1,1,0.001301,0.091371,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.35337,0.01811,0,0,0,0,0
776,6274,1,1,1,1,0.000718,-0.007746,0,0,0,0,0,0,1.051304,0,0,0,0,0,0,-0.34816,-0.00698,0,0,0,0,0
6275,6274,1,1,1,1,0.001647,0.054408,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.00482,-0.00005,0,0,0,0,0
218,6276,1,1,1,1,0.001179,0.090182,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.35448,0.01912,0,0,0,0,0
776,6276,1,1,1,1,0.000642,-0.006923,0,0,0,0,0,0,1.051304,0,0,0,0,0,0,-0.34364,-0.00894,0,0,0,0,0
6275,6276,1,1,1,1,0.001406,0.054988,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.01051,0.00077,0,0,0,0,0
2499,6277,1,1,1,1,0.006108,0.31007,0,0,0,0,0,0,0.974845,0,0,0,0,0,0,0.10762,0.00803,-0.10755,-0.00464,0,0,0
2510,6278,1,1,1,1,0.006711,0.30266,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.09083,0.01485,-0.09078,-0.01249,0,0,0
2510,6278,1,1,1,1,0.006716,0.306869,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.08958,0.01468,-0.08953,-0.01234,0,0,0
2492,6279,1,1,1,1,0.007027,0.225,0,0,0,0,0,0,1.013995,0,0,0,0,0,0,0.09023,0.0052,0,0,0,0,0
2544,6279,1,1,1,1,0.001741,-0.0152,0,0,0,0,0,0,1.038667,0,0,0,0,0,0,-0.03998,0.00619,0,0,0,0,0
6280,6279,1,1,1,1,0.002398,0.1442,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.05018,-0.00933,0,0,0,0,0
2492,6281,1,1,1,1,0.007017,0.225,0,0,0,0,0,0,1.013995,0,0,0,0,0,0,0.07457,0.00744,0,0,0,0,0
6280,6281,1,1,1,1,0.002408,0.1442,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.07451,-0.00552,0,0,0,0,0
2523,6282,1,1,1,1,0.005466,0.275525,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.26552,0.05401,0,0,0,0,0
6283,6282,1,1,1,1,0.005011,-0.023375,0,0,0,0,0,0,1.018667,0,0,0,0,0,0,-0.26474,-0.03647,0,0,0,0,0
2523,6284,1,1,1,1,0.010894,0.341587,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.04346,-0.02593,0,0,0,0,0
6285,6284,1,1,1,1,0.006679,0.223651,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.04338,0.02735,0,0,0,0,0
2525,6286,1,1,1,1,0.005307,0.30266,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.07745,0.00514,-0.07742,-0.00346,0,0,0
2525,6286,1,1,1,1,0.005307,0.30266,0,0,0,0,0,0,0.967909,0,0,0,0,0,0,0.07745,0.00514,-0.07742,-0.00346,0,0,0
2526,6287,1,1,1,1,0.00643,0.2022,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.18295,0.0114,0,0,0,0,0
2552,6287,1,1,1,1,0.001683,-0.015188,0,0,0,0,0,0,1.024,0,0,0,0,0,0,-0.14924,-0.02683,0,0,0,0,0
6288,6287,1,1,1,1,0.002195,0.131933,0,0,0,0,0,0,1.069,0,0,0,0,0,0,-0.03343,0.02224,0,0,0,0,0
2526,6289,1,1,1,1,0.006421,0.2022,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.18303,0.01206,0,0,0,0,0
2552,6289,1,1,1,1,0.001673,-0.015188,0,0,0,0,0,0,1.024,0,0,0,0,0,0,-0.14954,-0.03534,0,0,0,0,0
6288,6289,1,1,1,1,0.002204,0.131933,0,0,0,0,0,0,1.068,0,0,0,0,0,0,-0.03318,0.03019,0,0,0,0,0
2527,6290,1,1,1,1,0.00642,0.2022,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.19292,0.04081,0,0,0,0,0
6291,6290,1,1,1,1,0.001674,-0.015188,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.14492,-0.05623,0,0,0,0,0
6292,6290,1,1,1,1,0.002204,0.131933,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.04768,0.02309,0,0,0,0,0
2527,6293,1,1,1,1,0.00643,0.2022,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.19292,0.04079,0,0,0,0,0
6291,6293,1,1,1,1,0.001684,-0.015188,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.14492,-0.0562,0,0,0,0,0
6292,6293,1,1,1,1,0.002194,0.131933,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.04767,0.02307,0,0,0,0,0
2533,6294,1,1,1,1,0.007017,0.221,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.18946,0.04924,0,0,0,0,0
2557,6294,1,1,1,1,0.00183,-0.0166,0,0,0,0,0,0,1.029333,0,0,0,0,0,0,-0.07907,-0.01202,0,0,0,0,0
6295,6294,1,1,1,1,0.002398,0.1442,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.11008,-0.02692,0,0,0,0,0
267,6296,1,1,1,1,0.001815,0.110707,0,0,0,0,0,0,1.0464,0,0,0,0,0,0,0.26668,0.00511,0,0,0,0,0
2514,6296,1,1,1,1,0.000998,-0.007929,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.26633,0.00263,0,0,0,0,0
6297,6296,1,1,1,1,0.001867,0.067019,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00007,0.00012,0,0,0,0,0
2505,6264,1,1,1,1,0.09592,1.089277,0,0,0,0,0,0,0.957171,0,0,0,0,0,0,0.01762,-0.00959,-0.01761,0.00963,0,0,0
2519,6298,1,1,1,1,0.004823,0.24017,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.07508,-0.04167,0,0,0,0,0
6299,6298,1,1,1,1,0.004327,-0.026304,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.00912,-0.00103,0,0,0,0,0
6300,6298,1,1,1,1,0.003907,0.168805,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.06589,0.0454,0,0,0,0,0
2516,6301,1,1,1,1,0.004312,0.222292,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.24218,0.03991,0,0,0,0,0
6302,6301,1,1,1,1,0.003284,-0.01,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.22778,-0.02592,0,0,0,0,0
6303,6301,1,1,1,1,0.003016,0.132574,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.01389,-0.00061,0,0,0,0,0
2535,6304,1,1,1,1,0.004864,0.20358,0,0,0,0,0,0,1.045419,0,0,0,0,0,0,0.12626,0.00072,0,0,0,0,0
2528,6304,1,1,1,1,0.003303,-0.015802,0,0,0,0,0,0,1.034667,0,0,0,0,0,0,-0.07181,0.00424,0,0,0,0,0
6305,6304,1,1,1,1,0.003837,0.13224,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.05428,-0.00109,0,0,0,0,0
2535,6306,1,1,1,1,0.004954,0.202109,0,0,0,0,0,0,1.045419,0,0,0,0,0,0,0.12709,0.00068,0,0,0,0,0
2528,6306,1,1,1,1,0.003544,-0.015462,0,0,0,0,0,0,1.034667,0,0,0,0,0,0,-0.07193,0.00265,0,0,0,0,0
6305,6306,1,1,1,1,0.007535,0.130744,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.05497,0.00054,0,0,0,0,0
2541,6307,1,1,1,1,0.004506,0.198449,0,0,0,0,0,0,1.039402,0,0,0,0,0,0,0.12424,0.01652,0,0,0,0,0
6308,6307,1,1,1,1,0.003399,-0.00979,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.07515,0.0005,0,0,0,0,0
6309,6307,1,1,1,1,0.003196,0.130561,0,0,0,0,0,0,1.08,0,0,0,0,0,0,-0.04899,-0.01346,0,0,0,0,0
2503,6310,1,1,1,1,0.010991,0.300084,0,0,0,0,0,0,1.03013,0,0,0,0,0,0,0.128,0.0357,0,0,0,0,0
6311,6310,1,1,1,1,0.005755,-0.016373,0,0,0,0,0,0,1.0272,0,0,0,0,0,0,-0.09596,-0.02458,0,0,0,0,0
6312,6310,1,1,1,1,0.006745,0.219048,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.03172,-0.00564,0,0,0,0,0
2503,6313,1,1,1,1,0.005749,0.260585,0,0,0,0,0,0,1.03013,0,0,0,0,0,0,0.15074,0.04283,0,0,0,0,0
6311,6313,1,1,1,1,0.003885,-0.023469,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.11101,-0.02774,0,0,0,0,0
6312,6313,1,1,1,1,0.007112,0.151459,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.03944,-0.00864,0,0,0,0,0
481,6314,1,1,1,1,0.002194,-0.070555,0,0,0,0,0,0,1.051033,0,0,0,0,0,0,0.35201,-0.26631,0,0,0,0,0
2494,6314,1,1,1,1,-0.001378,0.158015,0,0,0,0,0,0,1.065217,0,0,0,0,0,0,-0.35109,0.10361,0,0,0,0,0
6315,6314,1,1,1,1,0.003143,0.063942,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.00028,0.17447,0,0,0,0,0
2564,6316,1,1,1,1,0.004716,0.243887,0,0,0,0,0,0,1.144239,0,0,0,0,0,0,0.14111,-0.00262,0,0,0,0,0
6317,6316,1,1,1,1,0.004362,-0.017602,0,0,0,0,0,0,1.013333,0,0,0,0,0,0,-0.12466,-0.03464,0,0,0,0,0
6318,6316,1,1,1,1,0.004406,0.162628,0,0,0,0,0,0,1.15,0,0,0,0,0,0,-0.01619,0.04338,0,0,0,0,0
2540,6319,1,1,1,1,0.006693,0.133185,0,0,0,0,0,0,1.011685,0,0,0,0,0,0,0.14024,0.02303,0,0,0,0,0
6320,6319,1,1,1,1,0.001533,0.199732,0,0,0,0,0,0,1.034667,0,0,0,0,0,0,-0.1381,-0.01627,0,0,0,0,0
6321,6319,1,1,1,1,-0.000623,-0.014416,0,0,0,0,0,0,1.06,0,0,0,0,0,0,-0.00195,-0.00003,0,0,0,0,0
2543,6322,1,1,1,1,0.099687,1.510066,0,0,0,0,0,0,0.973333,0,0,0,0,0,0,0.03899,0.00184,-0.03895,-0.0017,0,0,0
2531,6323,1,1,1,1,0.006711,0.30266,0,0,0,0,0,0,0.990683,0,0,0,0,0,0,0.04852,-0.01532,-0.0485,0.01608,0,0,0
2531,6323,1,1,1,1,0.006711,0.30266,0,0,0,0,0,0,0.990683,0,0,0,0,0,0,0.04852,-0.01532,-0.0485,0.01608,0,0,0
507,6324,1,1,1,1,0.000904,0.082028,0,0,0,0,0,0,1.025,0,0,0,0,0,0,0.24901,-0.07666,0,0,0,0,0
2518,6324,1,1,1,1,0.000605,-0.004194,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.21955,0.08851,0,0,0,0,0
6325,6324,1,1,1,1,0.003236,0.213138,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.0293,-0.00614,0,0,0,0,0
2538,6326,1,1,1,1,0.162185,1.518948,0,0,0,0,0,0,0.888889,0,0,0,0,0,0,0.00796,-0.00018,-0.00796,0.00018,0,0,0
2538,6326,1,1,1,1,0.253414,1.976976,0,0,0,0,0,0,0.888889,0,0,0,0,0,0,0.00796,-0.00018,-0.00796,0.00018,0,0,0
2549,6327,1,1,1,1,0.006638,0.309065,0,0,0,0,0,0,0.990683,0,0,0,0,0,0,0,0,0,0,0,1,1
2549,6327,1,1,1,1,0.006638,0.309065,0,0,0,0,0,0,0.990683,0,0,0,0,0,0,0.09056,0.01973,-0.09051,-0.01731,0,0,0
2495,6328,1,1,1,1,0.00673,0.237082,0,0,0,0,0,0,1.007065,0,0,0,0,0,0,0.11237,0.03119,0,0,0,0,0
6329,6328,1,1,1,1,0.004294,-0.017498,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.07573,-0.02058,0,0,0,0,0
6330,6328,1,1,1,1,0.004969,0.165489,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.03649,-0.00736,0,0,0,0,0
2495,6331,1,1,1,1,0.005041,0.238912,0,0,0,0,0,0,1.007065,0,0,0,0,0,0,0.11098,0.01586,0,0,0,0,0
6329,6331,1,1,1,1,0.003774,-0.017498,0,0,0,0,0,0,1.022933,0,0,0,0,0,0,-0.07332,-0.01202,0,0,0,0,0
6330,6331,1,1,1,1,0.006592,0.163887,0,0,0,0,0,0,1.045,0,0,0,0,0,0,-0.03755,-0.00074,0,0,0,0,0
2521,6332,1,1,1,1,0.005633,0.195796,0,0,0,0,0,0,0.979296,0,0,0,0,0,0,0.06041,0.0074,-0.06039,-0.00671,0,0,0
2521,6332,1,1,1,1,0.005274,0.188842,0,0,0,0,0,0,0.979296,0,0,0,0,0,0,0.06263,0.00773,-0.06261,-0.00701,0,0,0
2542,6333,1,1,1,1,0.007027,0.221,0,0,0,0,0,0,1.04087,0,0,0,0,0,0,0.18703,0.00811,0,0,0,0,0
6334,6333,1,1,1,1,0.001841,-0.0166,0,0,0,0,0,0,1.045333,0,0,0,0,0,0,-0.13553,0.00498,0,0,0,0,0
6335,6333,1,1,1,1,0.002408,0.15495,0,0,0,0,0,0,1.087,0,0,0,0,0,0,-0.05112,-0.00467,0,0,0,0,0
2542,6336,1,1,1,1,0.007017,0.221,0,0,0,0,0,0,1.04087,0,0,0,0,0,0,0.187,0.00813,0,0,0,0,0
6334,6336,1,1,1,1,0.00183,-0.0166,0,0,0,0,0,0,1.045333,0,0,0,0,0,0,-0.13513,0.00498,0,0,0,0,0
6335,6336,1,1,1,1,0.002398,0.15395,0,0,0,0,0,0,1.087,0,0,0,0,0,0,-0.05149,-0.00468,0,0,0,0,0
2509,6337,1,1,1,1,0.010276,0.24878,0,0,0,0,0,0,0.972632,0,0,0,0,0,0,0.04902,0.0084,-0.049,-0.00783,0,0,0
2509,6337,1,1,1,1,0.009667,0.228871,0,0,0,0,0,0,0.972632,0,0,0,0,0,0,0.05329,0.00908,-0.05326,-0.00846,0,0,0
630,6338,1,1,1,1,0.000889,0.082472,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.43328,-0.02287,0,0,0,0,0
2561,6338,1,1,1,1,0.000661,-0.004861,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.43282,-0.0383,0,0,0,0,0
6339,6338,1,1,1,1,0.003746,0.209195,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00003,0.07803,0,0,0,0,0
630,6340,1,1,1,1,0.000889,0.082278,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.43545,-0.02284,0,0,0,0,0
2561,6340,1,1,1,1,0.000661,-0.005056,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.43491,-0.03827,0,0,0,0,0
6341,6340,1,1,1,1,0.003746,0.209389,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.00008,0.07804,0,0,0,0,0
2490,6342,1,1,1,1,0.004948,0.239771,0,0,0,0,0,0,0.990683,0,0,0,0,0,0,0.08572,-0.02486,-0.08569,0.02671,0,0,0
481,6344,1,1,1,1,0.002662,-0.064805,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.39167,0.05537,0,0,0,0,0
2494,6344,1,1,1,1,-0.001798,0.14825,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.39189,-0.04372,0,0,0,0,0
6343,6344,1,1,1,1,0.002928,0.060805,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.00018,0.00121,0,0,0,0,0
